角色编号,台词编号,台词/旁白文本,立绘/动作提示
00,0047,现在他攥着那张使命已尽的车票，走到垃圾桶旁边，停了一下，又走开了,
00,0048,不知又是想到了什么，他把车票捋平，放进了钱包的最里层,
00,0049,接下来几天，周杉的消息回得越来越慢,
00,0050,起初你以为是论文忙，没多想。你们异地恋快一年了，早就习惯了这种节奏,
00,0051,通常他忙他的，你忙你的，偶尔发几条消息，晚上打一个电话，说几句琐碎的话，然后各自睡去,
00,0052,他的消息从“今天吃了食堂的红烧肉，太咸了”变成了“嗯”，从“晚安，好想快点毕业到你身边”变成了“睡了”,
00,0053,你问他是不是不舒服，他说没有。你问他论文写完了吗，他说快了,
00,0054,对话变得越来越短，像一根被慢慢拉长的皮筋，你不知道它什么时候会断,
00,0055,你以为是异地久了，感情自然会淡一些,
00,0056,你不知道的是，他每天都会翻你的朋友圈，看你的每一条更新，他会盯着你的照片看很久，然后把手机翻过去扣在桌上,
00,0057,他坐在宿舍的书桌前，窗外是另一座城市的夜景。他的室友已经睡了，只有他桌上的台灯还亮着,
00,0058,他打开一个空白的文档，手指放在键盘上。他不知道自己要写什么，论文写不下去，日记不想写，只是坐在那里，看着闪烁的光标,
00,0059,他的手机亮了一下，是你发来的消息：“最近有空吗？”,
00,0060,他看了很久，才缓缓打出四个字：“没空，在忙。”,
00,0061,你回了一个“这样啊，那你先忙吧”就没有再发,
00,0062,他盯着你的消息看了很久，明明是他拒绝了你的问候，心中的痛苦却没有丝毫削减，反而加剧了,
00,0063,第四天的时候，你发现他已经超过二十四小时没有回复了。你打了两个电话，都没人接。你翻他的朋友圈，什么都没有,
00,0064,出于担心，你给之前加上的他的室友发了消息，对方说他这几天不在宿舍，不知道去哪了,
00,0065,你坐在电脑前，盯着和他的聊天界面，最后一条消息是你发的“晚安”，他没有回,
00,0066,你心里隐约觉得哪里不太对，但说不上来。你想给他一点空间，也许他需要独处，或者他真的在忙论文,
00,0067,但你又想起他的父母，他提过几次，语气都很淡，但你听得出那层淡下面压着什么。你犹豫一下，最后还是买了最近一班的高铁票,
00,0068,他的学校在城郊，你到的时候是下午，阳光很好，校门口的梧桐树投下大片阴影,
00,0069,你给他打电话，依然没人接，你在校园里走了一圈，走过了几个他时常给你提过的地点,
00,0070,正当你准备去宿舍楼下碰碰运气时，你远远地看到校门口围了几个人，你走近，才看清是他,
00,0071,他站在门口，面前是一对中年男女。女人拉着他的胳膊，声音很大，隔着几十米都能听见。男人站在旁边抽烟，不说话，但眼神很凶,
00,0072,路过的学生放慢脚步，侧着耳朵听，还有人站在路边假装很忙，胆子大一些的频频回头看,
00,0073,女人越说越大声，你听到了几个词“毕业”、“赚钱”、“血缘”、“你欠我们的”,
00,0074,周杉站在那里，背对着你，看不清表情。但他站得很僵硬，不说话，也没有挣开,
00,0075,你没有多想，走了过去,
01,0076,“周杉。”,0000
00,0077,他转过头，看到是你，整个人明显愣了一下。他的眼睛是红的，眼眶下面有淡淡的青黑，像是好几天没睡好,
00,0078,他的嘴唇干裂，下巴上冒出了青色的胡茬。他平时很注意这些，每次视频前都会把自己收拾干净,
00,0079,看到你的那一瞬间，他的眼神里闪过很多东西：意外、慌张、狼狈，还有一种莫名的深切哀恸,
00,0080,但他很快别过脸，避开了你的目光,
00,0081,女人也看到了你，上下打量了一眼，声音低了些,
08,0082,“你谁啊？”,0000
00,0083,你没有理她，走到周杉面前，拉住他的手腕。他的手很凉，在微微发抖,
01,0084,“我在找你，跟我走。”,0000
00,0085,他低下头，没有回答。女人在旁边又说了几句，你没有听清，只想把他带走,
00,0086,那对夫妻看到你要把他带走，有些急了，一个挡在你的身前，一个死死扣住了你的肩,
03,0087,“你们最好放开她，然后让开。”,0000
00,0088,他的声音很冷，脸上是你从未见过的狠戾，跟刚刚被推搡被吼骂都无动于衷的时候判若两人,
03,0089,“我什么也没有，但你们……”,0000
00,0090,他的眼神和语气都带着玉石俱焚的决绝，那对夫妻似乎也没见过他这一面，一时有些发怵,
00,0091,你们走了一段路，走到校园里那棵大槐树下才停下。你松开他的手腕，看着他的眼睛,
01,0092,“那两个人，是你父母？”,0000
00,0093,他点了点头，目光落在你身后的地上，没有看你,
01,0094,“他们来找你要钱？”,0000
00,0095,他又点了点头，沉默了一会儿，声音很低,
03,0096,“没事，你不用担心。”,0000
00,0097,他站在那里，像一棵被风吹萎靡的草。你注意到他的手指在身侧轻轻攥了一下，又松开。那是他紧张时才有的小动作,
00,0098,你还注意到他的手臂上有一道浅浅的红痕，是被人拽出来的,
00,0099,你没有问他为什么这几天不接电话，也没有说你为什么突然来了，只是握住了他的手,
00,0100,他僵了一下，然后慢慢回握住你的。他的手还是凉的，但握得很紧。他的拇指在你手背上轻轻蹭了一下，像是在确认你的存在,
00,0101,中午的时候你们去了校内一家小餐馆，你问他最近在忙什么，他说论文。你问他论文写完了吗，他说快了,
00,0102,他的回答还是很短，但你能听得出字里行间是有温度的,
00,0103,吃饭的时候他一直很安静，只偶尔抬头看你一眼，目光在你脸上很轻的啄了一下，又很快移开,
00,0104,他的眼神比以前更深了，像藏着什么东西。你以为是家里的事让他心情不好，就没有多问,
00,0105,吃完饭，你们在校园里走了一圈。你们走到操场边，坐在看台上。远处有几个学生在踢球，足球被踢到空中，划了一道弧线,
03,0106,“你最近……”,0000
00,0107,他忽然开口，又很快停住了,
01,0108,“嗯？”,0000
03,0109,“没什么。”,0000
00,0110,他低下头，把手里的一根草茎折成两段，又折成四段。他的手指很用力，草茎被掐出了绿色的汁液,
00,0111,出于关心，你想问他怎么了，但看到他抿紧的唇角和额头暴起的青筋，你又生生忍住了,
00,0112,你只是靠过去，把头轻轻靠在他肩上，他的肩膀僵了一下，然后慢慢放松下来,
01,0113,“最近很累？”,0000
03,0114,“还好。”,0000
01,0115,“有什么事可以跟我说。”,0000
00,0116,他沉默了很久，然后轻轻说了一句,
03,0117,“我知道。”,0000
00,0118,他的声音很低，低到几乎被风吹散，他知道应该跟你说些什么，但他什么也没说,
00,0119,送你到车站即将分别的时候，他忽然开口,
03,0120,“你最近……去过书店吗？”,0000
00,0121,他的语气很随意，像在聊天气，但他的手指在裤缝上轻轻碾了一下,
01,0122,“去过一次，城南那家社科旧书店。书挺全的，有很多你可能会感兴趣的书。”,0000
00,0123,他点了点头，没有追问,
01,0124,“下次一起去？”,0000
00,0125,他愣了一下，似乎没想到你会这么说,
00,0126,然后你看到他的嘴角动了一下，像想说什么，但最后只是轻轻“嗯”了一声,
00,0127,车开动的时候，他抬起手，轻轻挥了挥。你靠在车窗上，看着他的身影越来越远,
00,0128,他的影子被夕阳拉得很长，投在站台的地面上，像一个孤单的标点。你低下头，给他发了一条消息：“回到宿舍了跟我说一声。”,
00,0129,他回了一个字：“好。”,
00,0130,他转身往回走，走过操场，走过图书馆。他没有回宿舍，而是走到了教学楼的天台上,
00,0131,天台上没有人，风很大，把他的头发吹乱了。他站在那里，看着远处城市的灯火一盏一盏亮起来,
00,0132,他站在天台上，风吹着他的脸，很凉，让人很清醒,
00,0133,但他的脑子里全是混乱交织的画面，书店的落地窗、那把倾斜的伞、那个温文尔雅的男人，还有你说的那句“下次一起去”,
00,0134,他知道你说的是和他一起去书店，但他知道，你也会和那个人一起去,
00,0135,他蹲下来，把头埋进膝盖里。他没有哭，只是蹲在那里，像一个被风吹了很久的、不知道会落到哪里的叶子,
00,0136,他想起你握着他的手的样子，想起你靠在他肩上的重量，想起你说“有什么事可以跟我说”时的语气,
00,0137,他还爱着，他比任何时候都确定,
00,0138,但他也知道，他没办法假装什么都没发生。他该做点什么的，于是他站起来，走下天台,
00,0139,回到宿舍，他坐在书桌前，翻开了笔记本。他握着笔，空白的纸页将会成为承载他情绪的容器,
00,0140,窗外的风越来越大，吹得窗户发出细微的震颤。直到纸页被填满，他才揉了揉酸胀的手腕，把笔放下,
00,0141,他打开抽屉，抽屉里静静地躺在一张旧书店的宣传单，和一份未能送出的礼物,
00,0142,他把笔记本放了进去，关上抽屉，然后躺在床上。他的眼睛睁着，视野却散成一团,
00,0143,你可能会因此难过，但你是那么的善解人意，你会原谅他的一点小自私的，对吧？,
00,0144,他翻了个身，把被子拉过头顶。当计划成型的那一刻，他已经不会再回头,
