角色编号,台词编号,台词/旁白文本,立绘/动作提示
00,0125,原来如此。原本盘旋在心头的警惕与试探，悄悄淡了几分，取而代之的是对他深切的理解和同情,
00,0126,以及一丝莫名的、说不清的熟悉感,
00,0127,【抉择选项】借着还书，转移话题,
00,0128,你感到气氛有些过于沉重，且那股莫名的熟悉感让你有些慌乱,
00,0129,那感觉太奇怪，像是有一根线在拽着你的记忆，但你不想被拽进去，你决定用工作拉开一点距离,
01,0130,“感谢您的配合，与您的探讨令我受益匪浅。上次您给我的试读本也给了我很多选题灵感，非常感谢，祝您新书大卖。”,
00,0131,你把书递了过去，他没有伸手接过,
00,0132,他只是朝你缓慢地眨了眨眼，那个动作太慢，慢到你可以看清他睫毛的弧度，慢到你可以感觉到他在用这个眨眼的时间，酝酿情绪,
06,0133,“它不是新书，也不会公开出版。”,
06,0134,“学妹，是我该谢谢那时候的你。”,
00,0135,学妹,
00,0136,两个字像一颗石子，投入你心里那潭还没来得及平静的水,
00,0137,迎上你因惊愕而睁大的双眼，他温柔地笑了笑，那笑容里有释然，有如释重负，还有一种“终于说出来了”的轻松,0000
00,0138,他将那本书轻轻推回你的怀里,
06,0139,“这是我的第一部作品，赠予你，以示一点微不足道的谢意。”,0000
00,0140,直到最后分道扬镳，你还有些发懵,
00,0141,起初你怀疑他认错了人，但顺着“学妹”这个称呼，高中时期那场你几乎已经遗忘的旧事，逐渐浮现出来,
00,0142,是的，是有那么一次。你路过教学楼后面的小花园，看到几个男生围着一个人,
00,0143,你没想太多，就是觉得那样不对，于是你冲上去，挡在那个蜷缩着的人前面，用你能想到的最凶的语气吼了几句,
00,0144,然后你拽着那个人就跑，跑出校门，跑过一条街，直到确定没人追上来,
00,0145,你回头看了他一眼，阴郁、清瘦、眼神呆滞。你喘着气问他有没有事，他没说话，只是看着你,
00,0146,你也没多想，只当他是吓傻了，嘱咐他自己小心后你就跑了,
00,0147,那个人，是温叙,
00,0148,可是……这是好人有好报的奇妙缘分，还是某种更深沉的执念？,
00,0149,你想起他今天看你的眼神，想起他提前点好的咖啡，想起他恰到好处的靠近,
00,0150,这不是巧合，这是精心计算的重逢,
00,0151,【抉择选项】理性回应，礼貌分别,
00,0152,你努力维持着职业素养，压抑住心底对那段故事莫名的代入感,
00,0153,你不想细究是否有这么一段过往，只好给出了一段挑不出错的客观评价,
01,0154,“非常感谢您的配合，与您的探讨令我受益匪浅。专访的初稿我会尽快发给您过目。”,0000
01,0155,“另外，上次您给我的试读本也给了我很多选题灵感，现在物归原主，祝您新书大卖。”,0000
00,0156,你把书递了过去，他没有伸手接过,
00,0157,他静静地看了你一会儿，那目光像是在包容你的故作镇定，随后他缓慢地眨了眨眼,0000
06,0158,“它不是新书，以后也不会公开出版。”,0000
06,0159,“学妹，是我该谢谢那时候的你。”,0000
00,0160,学妹,
00,0161,你强装的镇定瞬间被这两个字击碎，迎上你略显惊愕的双眼，他笑着把书往你怀里推了推，动作轻柔却不容拒绝,
00,0162,那力道刚好，不会让你觉得被冒犯，但也让你知道，这是他一定要给你的东西,
06,0163,“这是我的第一部作品，赠予你，以示一点微不足道的谢意。”,
00,0164,直到最后分道扬镳，你还有些发懵,
00,0165,起初你怀疑他认错了人。但顺着他的提示，高中时期那场几乎被你遗忘的旧事逐渐浮现,
00,0166,你想起来了，那个阴郁的、清瘦的学长，那个你顺手救下、然后转身就忘了的人,
00,0167,你想用好人有好报或是缘分来解释这场不可思议的重逢，但作为媒体人的直觉却在警告你：他的靠近，真的只是一场简单的道谢吗？,
00,0168,他准备了多久？他等了多久？他从什么时候开始，就在计划这场偶遇？,
00,0169,而你，又是从什么时候开始，成了他故事里的主角？,
