台词角色,台词编号,台词文本,立绘
00,0051,她的叙事逻辑、对女性心理的把握，还有文字里那种温柔却有力的质感，正是现在情感赛道所缺失的。,
00,0052,你站起身，拍了拍蹲麻的腿，走到书架的最里面。,
00,0053,上大学寒暑假时你就经常光顾这家书店，深知叙闻的作品被放在哪个角落。,
00,0054,果然，在书架中层与视线平齐的位置，你找到了她的所有作品。,
00,0055,《她是第四面墙》、《棱镜回响》、《松风入怀》……,
00,0056,一本本素色封皮的书整齐地排列着，书脊上只有烫金的书名和作者名，设计的相当简约。,
00,0057,你逐个翻阅，这些书你都看过许多遍，但每一次看，都能获得更深层的感悟。,
00,0058,选择实在太多，你一时挑花了眼，不知道该从哪一本开始拆解。,
00,0059,正纠结着，一本裹着素白封皮的书，不偏不倚地落在了你视线正前方的层板上。,
00,0060,就像是有人预判了你的犹豫，特意为你做出的指引。,
00,0061,书的封皮很干净，没有书名，没有作者名，只有右下角一个小小的烫金印章，是一个 “叙” 字。,
00,0062,你转头望去，毫无防备地撞进了一双盛着柔光的眼。,
00,0063,对方似乎已经在那里站了很久，连书架间散落的灰尘都已然落定。,
00,0064,你就那样被他的视线笼罩着，带着一种几乎要将人溺毙的专注。,
00,0065,眼前的青年穿着米白色针织衫，袖口工整挽到小臂，露出一截清瘦的手腕。,
00,0066,见你看过来，他自然地收敛了眼底的情绪，露出了温和无害的神情。,
00,0067,他没有说话，指尖在书脊烫金的「叙闻」二字上轻轻一点，带着一点小心翼翼的试探，,
00,0068,像是在问：你是在找这个吗？,
00,0069,你熟知《一纸叙尽平生念》全系列，并没见过这种封皮的作品。,
00,0070,翻动书页，映入眼帘的是扉页上清隽风致的字迹：,
00,0071,叙闻 —— 温叙。,
00,0072,这无疑是作者亲签，纵使叙闻常年隐居幕后，却也有推出线上亲签回馈粉丝。,
00,0073,你有幸抽中过，那本带着亲签的书册如今也还被你珍藏在书架上。,
00,0074,你惊疑地看着他，他微笑着指了指自己，又抬手做了个噤声的动作。,
00,0075,温叙，温叙…… 他就是叙闻？年龄对不上也就算了，怎么会连性别也对不上？,
00,0076,他的眉眼间没有半分预设里成熟姐姐的模样，完全打破了你多年来的固有认知。,
00,0077,你下意识捏紧了书皮，指尖传来清晰的触感，包边一丝不苟，像是很早就已准备妥当。,
00,0078,他连同这本书册都出现得太过巧合，一切顺理成章得让人不安，,
00,0079,仿佛有只无形的手在推着你，走进这个预先写好的剧情里。,
00,0080,但这确实是千载难逢的机会，对卡在选题瓶颈期的你来说，如果遇到的真是叙闻本人……,
00,0081,你赶忙伸手去拿口袋里的手机，他却先一步把好友码推到你面前，抬眼看着你，眼尾弯起柔和的弧度。,
00,0082,【抉择选项】爽快扫码，备注名字,
00,0083,比起上当受骗，你更担心错失良机。,
00,0084,所以你几乎没有犹豫地掏手机、扫码、填备注一气呵成，迅速把申请发了过去。,
00,0085,刚按下发送键不过两秒，屏幕上就弹出了 “已通过好友验证” 的提示。,
00,0086,这么快？,
00,0087,你心里忍不住冒出一个荒唐的念头：他该不会一直停在好友申请界面，手指在通过按钮上等着吧？,
00,0088,你抬头看他，他正低着头看手机，屏幕的光打在他脸上，勾勒出半明半暗的轮廓。,
00,0089,也不知他在看什么，嘴角是含着笑的。,
00,0090,还没来得及说话，你就看到他的指尖在屏幕上飞快地跳跃，却没有消息发过来。,
00,0091,难道是打了新备注？,
00,0092,你愣了一下，按理说你已经把自己的名字发过去，他只需点击，不需要额外再输入才对。,
00,0093,除非，他要备注的不是你的名字。,
00,0094,那会是什么？,
00,0095,虽然不太礼貌，但好奇心驱使着你往他屏幕上看了一眼。,
00,0096,他刚好停下来，你只来得及瞥见一个模糊的轮廓，下一秒，屏幕就被按灭了。,
00,0097,动作快得有些刻意，似乎是不想让你看见。,
00,0098,他抬起头，对上你的目光，那一瞬间，他的眼睛里有一种说不清的情绪。,
00,0099,像被抓包的心虚，又像是一种隐秘的满足。,
00,0100,但他很快调整过来，眯起眼笑了笑，还是那副温和无害的模样。,
06,0101,好了……,0000
00,0102,他的声音轻得像是在自言自语。,
00,0103,嘀嘀咕咕在说什么呢，你只听清两个字，但还没等你追问，他就开口了：,
06,0104,我还有事，先走了。,0000
00,0105,他说得快走的也很快，那模样，倒像是落荒而逃，生怕你多问一句。,
00,0106,你站在原地，看着他走下楼梯，背影渐渐变小。,
00,0107,在楼梯拐角处时，他似乎停驻了一下。,
00,0108,只一下，然后他侧过头，往你这个方向看了一眼。,
00,0109,距离太远，你来不及看清他的表情，他就消失在了拐角。,
00,0110,真是个奇怪的人。,
00,0111,你收回视线，看了看手中没来得及归还的稀有亲签，只好下次再还给他了。,
00,0112,【抉择选项】事出反常必有妖，保持警惕,
00,0113,不对，哪里都不对。,
00,0114,作为追了叙闻七年的老粉，你比谁都清楚，八年来全网没有任何一条线索指向叙闻的真实身份。,
00,0115,网上也不乏一些投机者，打着叙闻的旗号，摆拍喝茶、养猫或是看书的日常博眼球吸粉，,
00,0116,却没有一个人能拿出哪怕半页未公开的手稿、或者一句只有真正的作者才知道的细节来证明身份。,
00,0117,无论是起号还是粉丝，都有个心照不宣的共识 ——,
00,0118,那就是叙闻的文字里那种对女性处境入骨的共情，都指向这是一位经历过世事的女性作者。,
00,0119,眼前这个年轻男人，拿着所谓的 “亲签” 突然出现，还自爆身份说是叙闻，未免太过离奇。,
00,0120,你恰巧也做过 “仿冒名人签名诈骗” 的专题，见过不少能以假乱真的仿签，,
00,0121,有些高手甚至能模仿到连作者本人都难辨真伪。,
00,0122,眼前这个签名虽然和你珍藏的那本一模一样，但仅凭一页字迹，根本不足以证明他的身份。,
00,0123,更让你不安的是他出现的时机，你今天是心血来潮才到书店来找选题，,
00,0124,这么巧能在纠结选择时就有人递上书册，怎么想都很诡异。,
00,0125,他像提前知道你会来，又或者提前在这里等了你很久。,
00,0126,如果他真的是隐居八年的叙闻，为什么会偏偏会让你遇到？还愿意暴露身份主动加你？,
00,0127,无数个疑点在你脑子里盘旋，你下意识握紧了手里的书册，把它列为了需要核实的证据。,
00,0128,你冲温叙摇了摇头，方才翻涌的粉丝情绪被职业本能狠狠压制。,
00,0129,这种能精准砸在需求痛点上的 “好运”，一般都被称为杀猪盘。,
00,0130,而背后深藏着精心编织的陷阱，就等着急功近利的人往里跳。,
00,0131,你的拒绝让他眼底的光暗了一瞬，像被骤雨打灭的烛火。,
00,0132,但下一秒，他就若无其事地收起了手机。,
00,0133,那是一种早有准备的从容，似乎无论你给出什么反应，他都有预案。,
06,0134,这本书是未公开的试读版，可以先借给你。如果后面需要联系我，尾页有联系方式。,0000
00,0135,未公开的试读本？疑点又加上了一重。,
00,0136,你非常清楚叙闻的谨慎，他的书稿从来都是完稿后直接寄给出版社，,
00,0137,连责任编辑都看不到半成品，更遑论提前流出的试读本了。,
00,0138,但不得不承认，这或许真的是你现在需要的，而他也给了你检验真伪和掌控主动权的时间。,
01,0139,谢谢。,0000
00,0140,你合上书，转身离开。,
00,0141,在你身后，那道如影随形的视线直到你走下楼梯，才恋恋不舍地、慢慢收了回去。,
00,0142,【抉择选项】让他扫你，留有余地,
00,0143,两种念头在你的脑子里疯狂撕扯，像两股拧在一起的绳，勒得太阳穴隐隐作痛。,
00,0144,直接拒绝？指尖还能感受到扉页签名的笔锋力道，和你珍藏了七年的那本分毫不差。,
00,0145,万一他真的是叙闻，是你追了整整七年，却素未谋面的作者。,
00,0146,错过这一次，这辈子可能再也不会有这么近的接触机会。,
00,0147,可如果扫他的码加好友？你见过太多披着 “名人” 外衣的骗子。,
00,0148,他们总能拿捏住粉丝的崇拜心理，一步步套取信息、索要钱财，最后消失得无影无踪。,
00,0149,一旦你主动加了他，就等于把主动权拱手让人，后续只会有无法估量的麻烦。,
00,0150,你深吸一口气，强迫自己冷静下来。,
00,0151,做人留一线，日后好相见。,
00,0152,直接撕破脸拒绝太难看，万一他是真的，以后再想接触可能就难了。,
00,0153,那有没有什么办法，既能保留机会，又能把风险降到最低？,
00,0154,一个念头在你脑子里闪过。,
00,0155,不如让他来加你，申请先挂在列表里，等你验证完真伪再去通过。,
00,0156,如果真的被骗，你也好直接忽略，省去后续麻烦。,
00,0157,当然，这样做也是有风险的。,
00,0158,万一他觉得被冒犯，觉得你是在变相婉拒，一气之下转身就走怎么办？,
00,0159,毕竟能写出那样文字的人，多半会有自己的骄傲。,
00,0160,但这已经是你目前能想到的，最两全其美的方案了，无论如何，先试试吧。,
00,0161,你拿出手机，调出你的好友码，递到了他的面前。,
00,0162,他愣了一下，神情看上去有些困惑。,
00,0163,但那困惑很快就被了然的笑意取代，他显然立刻就明白了你的用意。,
00,0164,他没有表现出不满，只是点了点头，从善如流地对着你的二维码扫了一下，给你发来了好友申请。,
00,0165,然后他马上收起手机，语气依旧温和：,
06,0166,我还有事，先走了。,0000
00,0167,你心里清楚，他完完全全猜透了你的心思。,
00,0168,他知道你要花时间验证，也知道两个不熟的人这样傻站着，只会徒增尴尬。,
00,0169,所以不等你找借口离开，他便先一步替你解了围，体面又周到。,
00,0170,你站在原地，抱着那本书，看着他的背影顺着木楼梯往下走。,
00,0171,走到楼梯拐角处时，他的脚步顿了半秒，似乎侧过头往你这个方向看了一眼。,
00,0172,距离太远，你看不清他的表情，便彻底消失在了拐角处。,
00,0173,等等，他从头到尾都没有提起书的事，像是默许了你持有这本书。,
00,0174,难道他这也想到了？连归还的期限都没有定，给了你足够多的时间，让你可以毫无压力地去核实。,
00,0175,书店里又恢复了之前的安静。,
00,0176,你低头看了看手机屏幕，那个躺在申请列表最顶端的头像 ——,
00,0177,雪地里一只黑猫蜷成一团，只露出一双翠绿的眼睛。,
00,0178,他的昵称起的也很简短，仅有一个 “叙” 字。,
00,0179,你把手机放回口袋，又紧了紧怀里的书。是真是假，等回去验证一番就知道了。,
