台词角色,台词编号,台词文本,立绘
00,0256,他阖眸，指尖轻轻摩挲着悬挂着水珠的杯壁。,
00,0257,漫长的静默后，他才缓缓开口，声音比刚才更柔和些，却掺了些化不开的涩意和自嘲：,
06,0258,其实没什么特别的，只是我从小见得比旁人多些。,0000
06,0259,我父亲在我很小的时候就去世了，我的母亲一个人拉扯我长大。孤儿寡母的，难免会受委屈。,0000
06,0260,亲戚的冷眼、邻居的闲话、办事时被人敷衍……,0000
06,0261,那些年里，我也见过不少和我母亲情况类似的女性，大家彼此照应，互相取暖。,0000
06,0262,我是在那些女性的善意里长大的。,0000
00,0263,他微微停顿了一瞬，眸光也随之放缓，仿佛隔着遥远的岁月，再次触碰到了那些久违的温度。,
06,0264,包括后来上了高中，因为我是单亲家庭，加上外形和性格不像其他同龄的男生，不够合群。,0000
06,0265,所以也免不了被排挤甚至霸凌。,0000
00,0266,说到这里，他摩挲杯壁的手指微微收紧。,
00,0267,那些深埋于心底、曾让他喘不过气来的过往，还是在这一刻泄露了半分端倪。,
00,0268,即便已经熬过了漫长岁月，那些疼痛依然鲜活，以至于只消寥寥数语的触碰，就能让他条件反射地绷紧。,
00,0269,可他越过往事看向你的目光，却依旧温和得像一汪春水，没有沾染半分岁月的戾气。,
06,0270,不过都过去了，那时候碰巧遇到一个女生，她其实也不认识我，只是路过看到我被围住。,0000
06,0271,她二话不说冲上来，挡在我前面，又去找主任，又说要报警，硬生生把那些人唬住。,0000
00,0272,他随之放轻了声线，字里行间，皆是触碰珍贵往事时的缱绻与温柔。,
06,0273,她其实也很害怕，我看得出来。,0000
06,0274,她的手在抖，声音也在抖。但她就是没有走，一直挡在我前面，直到那些人散了。,0000
06,0275,只可惜她走得太着急，我连她的名字都没来得及问。,0000
00,0276,他的尾音放得极缓，裹挟着对往昔的缱绻，却又在消散时，化作了一抹为错失岁月而生的微弱叹息。,
06,0277,或许是见过太多女性的隐忍和不易，也或许是那时被人帮过的瞬间，让我总想着把那些没说出口的情绪，用文字写出来。,0000
00,0278,原来如此。,
00,0279,原来他笔下那些足以治愈人心的温柔与通透，竟是在这样支离破碎的过往里淬炼出来的。,
00,0280,被世俗冷眼相待的孤立无援、在无尽暗夜里被人用力拉出的感激、还有想将这份善意反哺给世人的执念……,
00,0281,恍然大悟间，你心底那些出于本能的防备全然褪去。,
00,0282,取而代之的，是一种基于相同底色的理解与悲悯，以及……,
00,0283,一丝莫名的、说不清的熟悉感。,
00,0284,【抉择选项】仔细回忆,
00,0285,他的话语像是一把钥匙，悄无声息地拧开了某段尘封的记忆。,
00,0286,仔细一想，这段故事你好像真的隐约有些印象，零碎的画面在脑海中拼凑成型 ——,
00,0287,那是九年前一个蝉鸣聒噪的午后，阳光白得刺眼，裸露在外的皮肤被烤得发烫。,
00,0288,校外那条逼仄的后巷里，充斥着恶意的嘲弄与粗暴的推搡。,
00,0289,那天你刚放学，原本只是想抄近道去文具店补充一桶笔芯。,
00,0290,路过巷口时，却瞥见几个高壮的男生正把一个单薄的身影围堵在满是青苔的墙角。,
00,0291,那人死气沉沉地低着头，一声不吭，像个破布口袋一样任由他们拉扯着辱骂，没有一丝一毫的反抗。,
00,0292,那时的你远比现在年轻气盛，骨子里还带着点不切实际的中二，总向往着做个行侠仗义、深藏功名的大侠。,
00,0293,当然，路见不平前你也不会完全不留后手。,
00,0294,这破巷子离校门口和派出所都不远，要是这帮混混急眼要连你一块儿揍，你就立刻带人往安全的地方跑。,
00,0295,这条巷子向来是霸凌事件的重灾区，你不是头一回在这儿多管闲事，也算经验娴熟。,
00,0296,所以在他们抬起手即将升级事态前，你冲进人群，对那几个施暴者拔高音量，劈头盖脸的一顿恐吓。,
01,0297,警察两分钟就到，教导主任也快来了，你们想被开除就继续。,0000
00,0298,你厉声呵斥着，为了防止被对面看出来你是在虚张声势，你把手揣进了校裤兜里。,
00,0299,其实你也没来得及提前做任何事，也压根没有手机报警，全凭一股子初生牛犊不怕虎的气势硬撑。,
00,0300,好在那帮人到底只是些心虚的学生，见你这副难惹的架势，,
00,0301,他们交头接耳了几句，最终只能骂骂咧咧地踹一脚地上的易拉罐，作鸟兽散。,
00,0302,巷子终于重新安静下来，你长舒了一口气，转头瞥了一眼缩在墙角的那个文弱男生。,
00,0303,逆着光，他始终低垂着头，凌乱的额发遮住了大半张脸，让你根本看不清他的模样。,
00,0304,你也没当回事，只随意地抹掉手中的冷汗，像完成日常任务的 NPC 一样，随口留下一句：,
01,0305,没事了，你赶紧回家吧。,0000
00,0306,这样 “见义勇为” 的举动，在整个高中生涯其实发生过三五回。,
00,0307,你只当那是被试卷和排名压得喘不过气时，一种莫名其妙的情绪宣泄。,
00,0308,也是恰巧遇到才会冲上去吼两句，把施暴者吓跑就算完，回想起来，也不是每次都能这么顺利。,
00,0309,有次你没唬住人，被一帮人追了一条街，最后靠着速度和对地图熟悉程度的优势，,
00,0310,趁他们晕头转向，遛着他们一头扎进了派出所里。,
00,0311,也是在那之后，你父母发现了你的危险行为。,
00,0312,虽然认可了你的正义感，却也把你狠狠骂了一顿，勒令你以后再不许多管闲事。,
00,0313,你乖乖答应着，后来再遇到类似的事，确实收敛了不少。,
00,0314,你一直以为，这些不过是你漫长青春里，几个微不足道的小插曲。,
00,0315,可你万万没有想到，对你来说只是一时兴起的举手之劳，竟然真能把人从泥潭里拉出。,
00,0316,此刻，看着眼前自己曾帮助过的人，再回想起当年自己那副装腔作势的大侠做派，,
00,0317,骄傲的同时，心底还泛起了一股无可名状的害臊，有种见不得人的黑历史重见天日的窒息感。,
00,0318,【抉择选项】局促装傻,
00,0319,你扶着额，并拢的手指半遮住了你的视线，说话都有些气虚：,
01,0320,哈哈，你看这事儿闹的。,0000
00,0321,他看出了你的窘迫，只是笑着将桌上的书册推回了你手边。,
06,0322,这本未公开的试读本，是我迟到的感谢。,0000
06,0323,至于账号宣发的事，有需要配合的地方，学妹直接联系我就好，不用客气。,0000
00,0324,当 “学妹” 两个字从他口中说出，这个带着青涩气息的称呼，,
00,0325,瞬间冲淡了刚才的尴尬与疏离，让彼此的距离一下子近了许多。,
01,0326,谢谢叙闻老师。,0000
00,0327,这是你喜欢的作者赠与你的独家谢礼，无论如何你都不可能说出半个拒绝的字眼。,
00,0328,既以粉丝身份将孤本亲签收入囊中，又以媒体人身份拿下了独家专访，你看到泼天的流量似乎在朝你招手。,
00,0329,那点被旧事重提的窘迫瞬间烟消云散，你大大方方地就着他递来的台阶应承了下来。,
00,0330,……,
00,0331,【抉择选项】追问过去,
00,0332,你犹豫了片刻，还是问出了那个在心底盘旋已久的沉重问题。,
01,0333,那次之后…… 他们还有再为难你吗？,0000
00,0334,校园霸凌从来不是可以一次性叫停的，你不是他的保护神，不可能分分秒秒都护在他身前。,
00,0335,那些见不得光的地方，往往藏着更疯狂的反扑。,
00,0336,人性的阴暗面，从来都只在黑暗中展露无遗。,
00,0337,校园霸凌之所以如此可怕，正是因为它大多发生在无人看见的角落。,
00,0338,一次偶然的干预，或许能暂时阻止一场伤害，却无法根除滋生恶意的土壤。,
00,0339,那些被打断的恶意，只会在阴影里积蓄更多的力量，然后卷土重来。,
00,0340,听到这个问题，他深邃悠远的目光落在虚空，像在凝视着某段不见天日的碎片。,
00,0341,过了半晌，他的脸上又挂起了温和却带着几分歉然的浅笑：,
06,0342,我自己想了些办法解决，说来话长。,0000
00,0343,他说得轻描淡写，一笔带过了那些岁月，可你能听出简短话语里一丝不愿被深挖的疲惫。,
00,0344,那些黑暗中踽踽独行的日子，必定浸透了难以言说的代价。你及时止住了话头：,
01,0345,能靠自己的力量从绝境里蹚出来，你已经非常厉害了。,0000
00,0346,他端起瓷杯，借着喝咖啡的动作，掩住了嘴角的笑意。,
00,0347,音乐舒缓地流淌着，所有喧嚣与伤痛都被隔绝，只余下此刻安宁。,
00,0348,【抉择选项】借着还书，转移话题,
00,0349,那股莫名的熟悉感萦绕着你，生物本能的直觉在疯狂报警，催促你逃离。,
00,0350,你不想被拽进那个未知的漩涡里，于是下意识地竖起职业盾牌，试图用客套话在彼此间拉出安全的距离。,
01,0351,今天的交流很有价值，谢谢您的配合。试读本我看完了，收获很多，祝您新书顺利。,0000
00,0352,你把书递了过去，他没有伸手接过。,
00,0353,他只是朝你缓慢地眨了眨眼，你可以感觉到他在用这个眨眼的时间酝酿情绪。,
06,0354,它不是新书，也不会公开出版。,0000
06,0355,学妹，是我该谢谢那时候的你。,0000
00,0356,学妹。,
00,0357,迎上你因惊愕而睁大的双眼，他如释重负地笑了，还有一种 “终于说出来了” 的松快。,
00,0358,他将那本书轻轻推回你的怀里：,
06,0359,这是我的第一部作品，赠予你，以示一点微不足道的谢意。,0000
00,0360,直到最后分道扬镳，你还有些发懵。,
00,0361,起初你怀疑他认错了人，但顺着 “学妹” 这个称呼，高中时期那场你几乎已经遗忘的旧事，逐渐浮现出来 ——,
00,0362,是的，是有那么一次，你路过校外某条小巷，看到几个男生围着一个人。,
00,0363,然后你冲上去，挡在那个低着头的人前面，用你能想到的最凶的语气吼了几句。,
00,0364,把霸凌者吓退后，你回头看了他一眼，阴郁清瘦、眼神呆滞，看上去愣愣的，从头到尾默不作声。,
00,0365,你觉得他可能是被吓傻了，没太在意，你帮人从来不求回报，既然没事，便转身离开了。,
00,0366,你看着他的眉眼，忽然有那么一秒，整个世界都扭曲成了光怪陆离的模样。,
00,0367,光影流转的瞬间，眼前这个男人的眉眼，和九年前那个阴郁少年，在你眼前缓缓重叠。,
00,0368,原来，隔着九年的岁月折叠，你们早已在光阴深处打过照面。,
00,0369,但你心头仍有疑问，他也曾遇到过心软的长辈、仗义的同学、友善的邻里……,
00,0370,他们递出的善意，不乏比你当初随手解围更持久的。,
00,0371,但他，却好像偏偏缠上了你。,
00,0372,当一份本该随风飘散的感激，被刻意保存多年，它，还会纯粹吗？,
00,0373,【抉择选项】拒绝回忆,
00,0374,他的眼神深不见底，藏着太多让人看不懂的情绪，即使不开口，你也隐约能猜到他即将宣之于口的话语。,
00,0375,在短暂的慌乱后，求生的本能让你下意识地想要筑起高墙。,
00,0376,你害怕那种深沉的羁绊，更不想让这段突如其来的旧日因果，打乱你如今平静的生活。,
01,0377,今天的交流非常愉快，谢谢您的配合，专访初稿我会尽快发给您确认。,0000
00,0378,你用公事公办的语气强行切断了逐渐变味的气氛，同时将书册沿着桌面推了过去，用物理距离划清界限：,
01,0379,您给试读本我看完了，写得很好，给了我很多启发。现在还给您，祝您一切顺利。,0000
00,0380,你将书递到他面前，但他的手却始终放在膝上，没有任何要接过的意思。,
06,0381,它不是新书，也不会公开出版。,0000
00,0382,他的声音缓慢而郑重，说的却是那句你最不想听到的话：,
06,0383,学妹，是我该谢谢那时候的你。,0000
00,0384,靴子终于落了地。,
00,0385,行吧，你叹了口气，放弃了逃避，坦然地抬起头直视他的双眼。,
01,0386,叙闻老师，就算真的有这件事，也已经过去很久了。,0000
00,0387,你不喜欢被高高供上神坛的感觉。,
00,0388,在这场对话里，你更渴望你们是灵魂契合的交流者，而不是背负着旧日恩情的恩人与受害者。,
00,0389,那样沉重的不对等，只会让你感到窒息。,
01,0390,我只不过做了一件微不足道的事，真不值得您把它当成执念，记上这么多年。,0000
00,0391,这番话说得冷静又绝情，肉眼可见的，他眼底流露出一抹涩然的失落。,
00,0392,他无奈地笑了笑，顺从地伸出手，像要去接过那本书。,
00,0393,可就在你心弦一松，准备抽回手的刹那，他却又轻轻将书推了回来。,
06,0394,我看过你写的文章，你也是优秀的创作者，这就当是……,0000
00,0395,他顿了顿，目光从推回的书册一点点移到你的眼眸：,
06,0396,我对你的欣赏。,0000
06,0397,希望以后，我们还能以作者和读者，或是商业合作伙伴的身份，继续交流。,0000
00,0398,他妥帖地包裹住了你的抗拒，给了你想要的平等。,
00,0399,看着他眼底那份小心翼翼的期盼，你不再推脱，反手握住了那本书的边缘。,
01,0400,谢谢您，那么希望以后，合作愉快。,0000
00,0401,……,
