台词角色,台词编号,台词文本,立绘
00,0891,那你不介意主动踏入陷阱，亲眼会一会那位藏在暗处的织网人。,
01,0892,方便的，一会见。,
00,0893,夜晚的南湖公园格外静谧，微凉的晚风穿梭在婆娑的树影间，带来阵阵带着水汽的草木清香。,
00,0894,你沿着湖边的木栈道缓步前行，月光穿透树叶的缝隙，投落细碎晃动的光斑。,
00,0895,在道路尽头，你停下了脚步。,
00,0896,温叙就坐在那张临湖的长椅上，他一改往日的穿搭，裹着一件略显沉郁的深色大衣。,
00,0897,他并没有仰头去看那轮即将被吞噬的月亮，而是低垂着眉眼，,
00,0898,修长的指节正眷恋地抚摸着膝盖上那本黑色皮质笔记本，幽暗的月色在他清隽的面容上投下落寞的阴影。,
00,0899,在这四下无人的夜里，他任由那股深不见底的孤独与执念将他彻底淹没，透着让人无端心悸的凄清。,
00,0900,细微的跫音踏碎了湖畔的死寂，他抬起头。,
00,0901,目光交汇的刹那，他眼底的阴翳瞬间散去，细碎的光点连成一片，温暖且柔和。,
00,0902,温叙站起身，朝你缓步走来。,
00,0903,夜风吹起他的衣角，他每走一步，似乎都在克制着某种即将失控的情绪，直到在你面前站定。,
00,0904,昏暗的光线下，他深深地注视着你。,
00,0905,那道目光沉淀着太多隐秘而长久的渴望，沉重得让人几乎无法忽视。,
06,0906,九年，从高中毕业那天起，我就在这个城市里找你。,0000
06,0907,兴许是差些缘分，等我打听到你的时候，你已经在外地读书了。还好…… 你又回到了这里。,0000
00,0908,他将手里那本黑色的皮质笔记本递到你面前。,
00,0909,你迟疑片刻，伸手接下。,
00,0910,沉甸甸的重量压在掌心，带着岁月摩挲过的粗粝。,
00,0911,你低头，翻开已然黄化、卷曲的纸张。,
00,0912,第一页竟是完全空白的，只有纸张本身淡淡的黄渍，像一段被刻意留白的时光。,
00,0913,你微微一怔，心中升起一丝疑惑，然后继续往后翻。,
00,0914,从第二页开始，密密麻麻的钢笔字铺满整个纸面。,
00,0915,一笔一划都写得认真，却又处处透着落笔时的犹豫。,
00,0916,有的词句被细细的横线划掉，有的地方墨迹晕开成浅淡的云团，有的字写了又擦，留下若隐若现的铅笔印。,
00,0917,那些交错的痕迹，无声地诉说着写下这些文字时，内心反复的挣扎与拉扯。,
06,0918,这是《棱镜回响》的第一版手稿，是除了上次赠予你的作品以外，第一篇正式发行的作品。,0000
06,0919,因为我想，如果我能成为足够有名的作者，或许有一天，你能看到我写的书，能看到我对你迟到的感谢。,0000
00,0920,泛黄的纸页安静地躺在掌心，那些原本零散的片段，在此刻串联成了一条清晰的脉络。,
00,0921,你缓缓抬眼对上他的视线。（cg 动画效果）,
00,0922,明明四下寂静无声，可他喉间那份哽噎的、没能轻易说出口的言语，却在此刻如同震耳欲聋的剖白，被你听得一清二楚。,
00,0923,你的指尖轻轻抚过纸上深浅不一的墨迹，那一刻，仿佛触碰到的不是纸张，而是他深藏心底的往事。,
00,0924,此刻，天光渐沉，整个世界都被朦胧的红浸染着，湖面泛着荡漾的红波，像撒了一池朱砂。,
00,0925,在暗下来的光线里，温叙从口袋里拿出了一支钢笔，递到了你的面前。,
06,0926,作为作者，我给无数读者签过名。但是今天，这本《棱镜回响》的手稿……,0000
06,0927,我想请故事的主角，在我心里的扉页上，签下她的名字。,0000
00,0928,这是他缄默了九年的心事，也是他跋涉了三千多个日夜、终于递到你面前的答卷。,
00,0929,你接过那支残存着他体温的钢笔，顺着他的视线，缓缓看向那页泛黄的扉页。,
00,0930,那片被他刻意空悬了无数个日夜的留白，原来从落笔的第一天起，就已注定。,
00,0931,时间仿佛静止在了此刻。,
00,0932,命运的笔墨已交到你的手中，而现在，该由你来为这场漫长的等待，写下最终的评判。,
00,0933,【抉择选项】签字,
00,0934,（弹出 UI：暂定为画布，玩家可自行在上面涂鸦签字，内容将收录至约定系统界面，可供玩家反复查阅。）,
00,0935,你深吸一口气，郑重地写下了你的名字。,
00,0936,笔尖离开纸页的刹那，温叙忽然向前迈了一步。,
00,0937,他保持着不会令你生厌距离，微微倾身低下头。,
00,0938,带着墨香和湖水凉意的温热呼吸，轻轻扫过你的耳廓，像一片羽毛落在心尖：,
06,0939,书评里曾说，“叙闻” 擅长写宿命的重逢。但他们不知道，为了这场重逢，我用了多少日夜精打细算、步步为营。,0000
06,0940,你拯救了我的过去，而现在，我想用我的余生，做你永远的退路。,0000
00,0941,他温柔的告白在夜风中缱绻回荡，但那句 “步步为营” 却让你在心跳加速的同时，隐隐感受到了一丝异样。,
00,0942,这个男人，似乎远比他表现出来的温柔解语花，要危险。,
00,0943,他用九年时间织了一张网，而你，已经落了进来。,
00,0944,你抬头看向他，月光下，他的眼睛里映着你的影子，只有你的影子。,
00,0945,但，你好像并不想逃。,
00,0946,【抉择选项】先不签字,
00,0947,笔尖悬在泛黄的纸页上方，离纸面只有一毫米的距离。,
00,0948,临落笔前，你却停下了。,
00,0949,他深情的剖白还在耳边流连，说完全无动于衷是不可能的。,
00,0950,但你不得不去思考更现实的问题，你真的喜欢他吗？他又真的了解那个真实的、不完美的你吗？,
00,0951,这些疑问像细密的小刺，让你惴惴不安。,
00,0952,你抬起头，对上他盛满期待的眼睛：,
01,0953,温叙，你是什么时候喜欢上我的？是九年前一见钟情吗？,0000
00,0954,你直白地询问让他愣了一下，旋即又笑了起来。,
00,0955,红月的光落在他的眼底，漾开一层温柔的涟漪，可那笑容却让你莫名地周身一凉。,
06,0956,不是的。,0000
06,0957,是…… 当我注视到你的时候。,0000
00,0958,这句话太玄，太含糊了。,
00,0959,像一团摸不着的雾，裹着某种你看不懂的深意。,
00,0960,你张了张嘴，想问 “注视” 是什么意思，可话到嘴边又咽了回去。,
00,0961,一种说不清道不明的惊悚感顺着脊椎爬上来，让你不敢再追问。,
00,0962,你换了话题，问他喜欢自己什么，问他了解自己多少，他耐心地回答。,
00,0963,可你越听越心惊，他知道的，远比你想象的多。,
00,0964,虽然有几个问题答错了，但你总觉得，那是他故意的。,
00,0965,问完最后一个问题，空气安静了几秒，他微微抿着唇，忐忑中带着期待：,
06,0966,现在，可以了吗？,0000
00,0967,你看着他，又低头看了看手里的钢笔和那片空白的扉页。,
01,0968,你还没问我那个问题。,0000
00,0969,不就是打哑谜吗？谁还不会了。,
00,0970,他看上去很困惑，可你终究还是没这么恶趣味，及时给出了答案：,
01,0971,你没有问过我的心意。,0000
06,0972,你…… 不喜欢我？,0000
00,0973,他的神色由困惑变得受伤，颇有种我见犹怜的风情。,
01,0974,我不知道。温叙，我对你几乎一无所知。,0000
00,0975,纵使对他做过专访，窥见了他过去的一角，但那些都是他展现给你的，你并没有主动去了解他，了解那些展现出来的是真是假。,
00,0976,你不想在意识不够清醒的时候贸然做出决策，让自己追悔莫及。,
06,0977,你想知道什么，我都告诉你。你要查验真伪，我可以等，就像…… 当时一样。,0000
00,0978,他的声音越来越小、越来越缓，自信也随着音量的变化衰减着。,
00,0979,你想了想，他说的当时应该是与他初见、实则重逢，验明他是叙闻的时候。,
00,0980,但他这么一说倒是让你想起来了，一切最原初的问题：,
01,0981,书店那次不是偶遇吧。,0000
06,0982,是，也不是。,0000
06,0983,我每天都会去书店碰碰运气，正好找参考比较方便，久而久之，倒形成了在那写作的习惯。,0000
00,0984,他的神色不似做伪，这点上他应该没必要骗你。,
00,0985,视线落回空白的扉页上，你犯了难：,
00,0986,【抉择选项】不签！（玩家获得的约定 UI 内容页为空白）,
00,0987,手写稿对作家的重要性不言而喻，更何况这还是他的首秀。,
00,0988,在其中留痕意味着什么你很清楚，所以……,
01,0989,你的心意我已明了。,0000
00,0990,你将钢笔夹入书页，递了回去。,
00,0991,指尖相触的瞬间，他的手很冰凉。,
01,0992,但，来日方长，也不必急于一时。,0000
00,0993,你看着他，透过那双澄澈的眼，你看到了自己。,
00,0994,红月的光倾泻而下，将他的影子拉得很长，直达湖面。,
06,0995,好。,0000
00,0996,薄云拂过，遮住了月亮的一角，夜风似乎更冷了些。,
00,0997,【抉择选项】签！,
00,0998,话说到这个地步，签个名而已，也没什么的。,
00,0999,你拿起笔记本：（UI 画布）,
00,1000,在半空中悬空写字本就有些借不上力，加之四周光线昏暗，你微微凝神，有些艰难地在纸面上落笔。,
00,1001,似乎是察觉到了你的不便，温叙体贴地帮托了一下笔记本。,
00,1002,他的动作很有分寸，手掌给足支撑的同时，又巧妙避开了与你肌肤相碰的可能。,
00,1003,抬头的瞬间，你不经意地瞥见他眼底闪过的餍足，像偷吃到糖的孩子。,
00,1004,可当你再仔细分辨时，那抹情绪早已消失得无影无踪。,
06,1005,我会好好珍藏，直到……,0000
00,1006,他的声音渐渐低了下去，最后几个字化作无声的嗫嚅，只留下一个意味深长的停顿。,
00,1007,……,
