台词角色,台词编号,台词文本,立绘
00,0426,你心里清楚，那些蜂拥而至的资本与邀约，无非是冲着温叙身上巨大的商业价值而来。,
00,0427,眼下最要紧的，是趁着热度抓紧固流，将这波庞大的公域流量沉淀为自己的核心粉丝。,
00,0428,但辛苦了这么久，总归需要喘息。,
00,0429,将那些未读消息暂时抛诸脑后，你换上一身宽松柔软的家居服，,
00,0430,带着刚沐浴完的几分慵懒，惬意地深陷进宽大的旋转椅里。,
00,0431,“叮铃铃 ——”,
00,0432,急促的门铃声毫无预兆地响了起来。,
00,0433,明明才刚找好最舒适的角度躺下…… 你微叹口气，趿拉着拖鞋走向玄关。,
00,0434,门一开，走廊的灯光倾泻进来，一个印着烫金 logo 的精美蛋糕盒出现在你的面前。,
00,0435,女士，您的外卖，请签收。,0000
00,0436,在确认收货地址和联系方式确实是你的后，你向他道了谢，伸手接过纸盒。,
00,0437,交接的那一瞬，口袋里的手机发出一阵轻微的蜂鸣。,
00,0438,你随手将蛋糕放在玄关的柜子上，点开消息，是温叙发来的一份名为《伤痕化铠》的电子文档。,
06,0439,学妹现在可是大红人了，叙闻冒昧求带飞。这次新书宣传，还请多多借光。,
00,0440,【抉择选项】拍图发给他质问,
00,0441,你心头一紧，出于职业本能，你拍了个蛋糕的照片发过去，并敲下了质问：,
01,0442,是有点冒昧，您怎么会知道我的私人地址？,0000
00,0443,因为巧合得有些诡异，你下意识认定这蛋糕是温叙送来的。,
00,0444,上一次察觉到那抹精心设计的痕迹还历历在目，你对他并非全无防备。,
00,0445,如今个人隐私泄露的情况屡见不鲜，再加上以他如今的社会资源，若是真想弄到你的住址，确实也绝非难事。,
00,0446,这种隐私可能被窥探的惊悚感，瞬间盖过了刚才的松弛感。,
00,0447,屏幕顶端 “对方正在输入……” 的提示反复闪烁、跳动，却迟迟没有等来一句解释。,
00,0448,足足过了两分钟，温叙的回复才终于跳了出来，隔着屏幕，你甚至能隐约嗅到一抹手足无措的慌乱与委屈：,
06,0449,抱歉…… 可这蛋糕不是我送的。,0000
00,0450,竟然不是吗？还没等你顺着这口气细想，闺蜜许映月的消息便劈里啪啦地炸了进来：,
02,0451,宝宝！蛋糕收到了吗？我今天探店吃到的，惊为天人！正好今天公司发了项目奖金，第一时间给你点一个尝尝～,
00,0452,……,
00,0453,原来是闹了个乌龙，你揉了揉太阳穴，有些哭笑不得。,
00,0454,只能说你沉浸在阶段性胜利，脑子不太清醒。,
00,0455,加上事情来得太巧，这才不分青红皂白地跑去质问了人家。,
00,0456,你暗骂了自己一句 “草木皆兵”，连忙切换回温叙的聊天框，指尖飞快地在键盘上敲字，语气里满是歉意：,
01,0457,不好意思叙闻老师，您的文档发过来的时机实在太巧了，是我误会了您，真的抱歉！,
00,0458,为了终止这场令人脚趾抓地的尴尬，你赶紧将话题转移，点开了那份名为《伤痕化铠》的电子文档。,
00,0459,当下载缓冲的绿环闭合，屏幕一闪，文档扉页上的第一行题记撞入眼帘 ——,
00,0460,“风雪褫夺了玫瑰的艳骨，却让它在溃烂的断枝处，生出足以自御的荆棘。”,
00,0461,时间紧急，你只打算敷衍地扫上几页应付差事，,
00,0462,可温叙那细腻、又压抑得令人窒息的笔触，瞬间将你吸进了他构筑的文字世界。,
00,0463,里面对心理创伤的剖析真实得近乎残忍，渴望被世界看见、却又对外界的关注感到恐惧的极端矛盾，,
00,0464,还有在每一个无眠深夜里将自我怀疑反复咀嚼的痛苦…… 每一个字，都带着灼人的温度。,
00,0465,你怔愣片刻，再次切回和温叙的聊天框：,
01,0466,刚拜读了您写的部分内容，立意和深度都非常惊艳。,
01,0467,正好上期专访的流量还在长尾期，趁着热度，我会好好为您规划新书宣发。,
00,0468,消息发出去没一会儿，温叙便回了，瞧不出半点被无端冤枉的气恼，反而处处透着纵容：,
06,0469,没事没事，警惕心高是对的，换作任何人遇到这种巧合，都免不了多想。,
06,0470,说起来这家店的蛋糕确实值得一试，我正好有他们家的会员。等宣发的事忙完，我请你。,
00,0471,你心里一阵发烫，说到底是你得了便宜，借着他的专访一战成名，结果还平白无故误会了他。,
00,0472,所谓 “帮他宣传” 其实也不尽然。,
00,0473,以他的名气，哪怕你账号数据已经做起来了，于他而言也只是一点微不足道的助力。,
00,0474,正绞尽脑汁想着还能怎么赔罪，他却体贴地给了你一个台阶。,
00,0475,既然他有这家店的会员，想必是常去的。,
01,0476,哪能让您请，该由我做东才对。宣发稿这周就能出初稿，到时候给到您。,
00,0477,回完消息，你才又彻底放松下来。,
00,0478,你将蛋糕盒端上餐桌，解开银灰色丝绒缎带，掀开盒盖的瞬间，浓郁的焦糖甜香混着淡淡的海盐咸鲜扑面而来。,
00,0479,琥珀色的焦糖淋面泛着柔光，表面撒着细碎的海盐晶，在灯下星星点点的闪烁。,
00,0480,你用勺子挖下一块，绵密的奶油顺着勺边缓缓滑落，连带着底下湿润松软的蛋糕胚一起送进嘴里。,
00,0481,先是薄薄的焦糖层在舌尖融化，紧接着是像云朵般的奶油在口腔里绽放，咸甜交织的层次恰到好处。,
00,0482,这蛋糕确实惊艳，你放下勺子切去许映月的聊天框，打了一长串夸张的彩虹屁，把她逗得哈哈大笑。,
00,0483,而就在这时，温叙的消息再次弹了出来。,
06,0484,不着急的，按照你的节奏来就好。,
00,0485,看着屏幕上那行温吞的文字，你舒展的眉头微微蹙起。,
00,0486,在你们屈指可数的交锋里，似乎都是他交出主动权，心甘情愿地把自己钉在退让的下风向。,
00,0487,是因为当年的遭遇让他习惯了以退为进，用卑微来索取？,
00,0488,明明只见过寥寥数面，他却像与你熟识了许久。,
00,0489,他总表现得异常容易满足，好像只要你不将他推开，允许他在安全边界外徘徊，他便甘之如饴。,
00,0490,可当你剥开那层名为 “温柔” 的糖衣细细咀嚼时，却只觉得背脊窜起一股莫名的寒意。,
00,0491,世上可没有毫无所求的退让，当他吞下委屈来包容你时，那隐藏在暗处的代价，会是什么？,
00,0492,【抉择选项】发个朋友圈问问,
00,0493,你看了看温叙信息，又转头看向玄关台上那个系着缎带的精美蛋糕盒，一时间有些摸不着头脑。,
00,0494,脑海中电光石火般闪过一个荒谬的念头，但这个念头很快就被你理智地掐断了。,
00,0495,且不说他从哪儿弄来你的私人住址，虽然你不太了解他，但短短两次相处，你觉得他也不像是会唐突越界的人。,
00,0496,所以这大概是哪个相熟的朋友安排的深夜投喂，却马大哈地忘了提前打招呼。,
00,0497,你无奈失笑，索性拿出手机，找了个合适的角度拍了一张蛋糕特写，随手丢进了朋友圈：,
00,0498,“天降匿名甜蜜，是哪位好心人的精准扶贫，速速认领！[蛋糕特写.jpg]”,
00,0499,刚发出去不到两分钟，果不其然，真正的嫌疑人火速自投罗网了。,
02,0500,嗷嗷嗷！是我是我是我！今天探店吃到这款海盐焦糖，惊为天人！,
02,0501,最近发了笔小财，必须安排给我宝尝尝！原本想给你惊喜，结果光顾着跟总监激情对线，完全忘看配送进度了。,
02,0502,吃了吗吃了吗，是不是超好吃！,
01,0503,还没呢，我尝尝。,
00,0504,你隔着屏幕和许映月插科打诨了几句，然后挖了一块蛋糕送进嘴里。,
00,0505,细碎的海盐颗粒混着浓郁醇厚的焦糖，在绵密的奶油中层层化开，咸甜交织的绝妙口感确实好吃得让人想流泪。,
00,0506,心满意足时，微信界面顶端突然滑出了一条新的私信提醒。,
00,0507,是温叙，你这才想起，刚才忙着发朋友圈，竟把回他消息的事忘得一干二净，甚至没来得及回个 “收到”。,
00,0508,心里揣着几分怠慢了合作对象的歉疚，你点开聊天框。,
00,0509,本以为他是来委婉提醒，不曾想字里行间满是偶遇同好的欣喜：,
06,0510,刚刚刷朋友圈，正好看到了学妹发的照片。,
06,0511,如果我没认错的话，这应该是 L 家的招牌海盐焦糖蛋糕？,
00,0512,据许映月说，这家宝藏店选址偏的邪门，掩藏在城郊的一片握手楼里。,
00,0513,她对着路线攻略找了半天，直呼若不是 “犟种” 精神发作，只怕中途就要打道回府了。,
00,0514,而且这家门店无法提供外送，所以这份蛋糕，是她探店时买下，通过闪送才辗转到你手里的。,
00,0515,【抉择选项】随口提起闺蜜,
01,0516,是的，刚刚去问了一圈，是我那人美心善的闺蜜给我买的。,
00,0517,你飞快地回复着，顺带超绝不经意地秀了一把自家天下第一好的闺蜜。然后你引用了他发的文档：,
01,0518,抱歉没能及时回复您，我吃完蛋糕马上拜读！,
06,0519,新书的事不着急，你按自己节奏来就好。,
06,0520,说起来这家出品都还不错，恰巧我有会员卡，办了好多年一直没怎么用，里面或许还有些余额。,
06,0521,不知下次是否机会，请你尝尝他们家的季节限定？,
00,0522,季节限定？你心里微微一动，看来他是这家店实打实的老主顾了。,
00,0523,只是这份邀约来得猝不及防，你一时有些迟疑，拿不定主意该不该应下。,
00,0524,反复斟酌后，你终究选择婉言谢绝，顺势再客套几句：,
01,0525,等下次有机会吧。,
00,0526,一来心中始终有顾虑，此前已经借着专访收获了不少热度。,
00,0527,如今再平白接受对方的请客，难免落得吃人嘴短的境地，于情于理都不太妥当。,
00,0528,另一方面则是想守住彼此之间的分寸，如今你们只是合作关系，私下频繁相约，容易模糊了边界。,
00,0529,温叙似乎听出了你委婉的推脱，也并未强求：,
06,0530,好，那便不打扰你了。,
00,0531,对话到此画上句点，你放下手机，将心思重新放回眼前的蛋糕上。,
00,0532,……,
00,0533,【抉择选项】肯定并反问,
01,0534,是的，您也知道这家店吗？,
06,0535,以前住在附近，受过那家店老板的照拂。,
06,0536,后来作品有了起色，生活安稳，临搬走前便办了储值卡存了些钱款。,
06,0537,我本不常吃甜食，办卡不过是想借着这样的方式，悄悄报答昔日恩情。,
00,0538,听完这段过往，再联想到许映月一路奔波探店的趣事，你对这家藏在城郊的小店愈发向往。,
00,0539,但若是单独前去，难免少了几分意趣，喊上许映月作伴，她必欣然应允。,
00,0540,可转念一想，这何尝不是一个能走近温叙、多了解他的契机。,
00,0541,【抉择选项】邀请他故地重游,
01,0542,原来如此，说起来，上次多亏了您，我才能借着专访的热度做出爆款，一直想找机会好好道谢。,
01,0543,既然您和这家店渊源颇深，不如让我做东，请您回去尝尝蛋糕，就当陪您故地重游一番？,
00,0544,发送键刚按下，你心头猛地一跳，瞬间意识到自己用词的不妥。,
00,0545,他曾在那片逼仄的握手楼里熬过最困顿、灰暗的岁月，所谓旧地，大概沾满了辛酸与泥泞。,
00,0546,有谁会愿意主动去忆苦思甜、重温伤疤呢？,
00,0547,你下意识地长按消息想要撤回，但转念一想，这反而更像是在掩耳盗铃。,
00,0548,想了想，你补了一句：,
01,0549,叙闻老师现在回去，也算是荣归故里。,
06,0550,既然是学妹的一番心意，那我却之不恭了。,
00,0551,……,
00,0552,【抉择选项】把去的机会留给别人,
00,0553,你收回思绪，不再琢磨借机相处的事，比起私下赴约，和闺蜜结伴探店显然更轻松。,
00,0554,于是你抛开杂念，诚恳地询问起推荐款式。,
01,0555,原来如此，那叙闻老师有什么口味推荐吗？我想回请朋友。,
06,0556,方便问一下，和你一起去的朋友是男生还是女生么？,
06,0557,若同行的是男生，不妨试试薄荷生巧冰淇淋蛋糕，口感清凉不厚重，甜度也很低。,
00,0558,薄荷生巧冰淇淋蛋糕？你有点没反应过来，这难道有什么特别的说法吗？,
00,0559,你曾见猎心喜的品尝过其他家的这个口味，那直冲脑门的清凉感，简直和薄荷牙膏一模一样，实在算不上讨喜。,
00,0560,还没来得及接话，你的思绪也还停留在疑惑里，他已然话锋一转，自顾自地继续说道：,
06,0561,不过这么多年过去，菜单应该更新了不少。,
06,0562,除了招牌海盐焦糖，当年的乌龙奶冻和伯爵红茶慕斯也很受欢迎。,
06,0563,如果到店没有，或者更喜欢惊喜的话，可以问问老板。,
06,0564,她人很好，偶尔会做些不对外的隐藏款。,
01,0565,好的，多谢您的建议。,
06,0566,不客气。,
00,0567,……,
00,0568,【抉择选项】埋头苦吃,
00,0569,工作，又是工作。,
00,0570,你现在只想放空大脑，好好休息一会儿，于是把消息标为未读，把锁屏的手机随手揣进了口袋，转而研究起了眼前的蛋糕盒。,
00,0571,盒盖上印着陌生的蛋糕品牌 logo，透过透明盒身，能清楚看到蛋糕的样子：,
00,0572,大半表面覆着亮泽的焦糖淋面，细碎的盐晶点缀其上，隐约透着几分夏日沙滩的清爽，卖相精致得让人眼前一亮。,
00,0573,你屏住呼吸，轻轻托着蛋糕底托，小心翼翼地将它从盒子里取出来，生怕碰坏了那层完美的焦糖淋面。,
00,0574,刚一凑近，浓郁醇厚的焦糖香气便扑面而来，混着一丝若有若无的海盐咸香，勾得人舌尖生津，食指大动。,
00,0575,管他是谁送的呢，美食当前，哪有纠结来历的道理？先吃为敬！,
00,0576,你拿起勺子，轻轻划开琥珀色的焦糖脆壳，挖下带着奶油和蛋糕胚的一角送进嘴里，,
00,0577,绵密轻盈的动物奶油先在舌尖化开，带着恰到好处的海盐咸味，瞬间中和了焦糖的甜腻。,
00,0578,底下的蛋糕胚吸饱了朗姆酒，湿润又绵密。,
00,0579,脆、绵、软三重口感交织，每一层口感都清晰可辨。,
00,0580,此时你再也顾不上其他，埋头苦吃起来，不一会儿，蛋糕就被你消灭了一半。,
00,0581,就在这时，口袋里的手机震了震。,
00,0582,你伸手摸过手机，是许映月发来的：,
02,0583,蛋糕送到了没？我可是找了半小时的店才买到的！,
00,0584,你嘴里塞着蛋糕，手指飞快地打字回复。,
01,0585,到了到了，都快吃完了，好吃！,
02,0586,那当然，也不看看是谁选的店～[骄傲.jpg],
02,0587,跟你说，这家堂食比外送好吃一百倍！现烤的焦糖脆壳更绝，下次我带你去店里吃！,
01,0588,好啊，到时我们还可以尝尝其他口味。,
00,0589,聊了两句，你把手机往旁边一放，继续专心致志地解决剩下的蛋糕。,
00,0590,直到蛋糕被完全消灭，你才突然想起温叙的消息还没回。,
01,0591,抱歉，刚刚去吃朋友送的蛋糕了，您不着急吧。,
01,0592,正好上期专访还有不错的长尾流量，我会借着这波热度，为您的新书制定一套完整的宣发方案。,
01,0593,通过预热、爆发、长尾三个阶段推进，实现现有粉丝转化的最大化。,
01,0594,我会在写宣发前先通读全书，把握您的文字风格和创作内核，所有方案都会先发给您过目确认。,
06,0595,啊……,
06,0596,会不会太麻烦你了。,
00,0597,你暗自思忖，有些摸不准他是不是在客套。,
00,0598,这些本就是宣发分内该做的事，不过是尽你本分而已，何来麻烦一说？,
00,0599,保险起见，你决定顺着他的话回应几句。,
01,0600,有叙闻老师的配合，这次宣发只会事半功倍。,
01,0601,我不过是做了分内的执行工作，真正能打动读者、撑起流量的，从来都是您的文字。,
06,0602,嗯。,
00,0603,简短的回应并没有打击到你的热情，你只当是他恢复了往日的疏离，安心地结束对话，投入到工作中。,
00,0604,没人知道，那个写文章时字字珠玑的叙闻老师，此刻正对着聊天框束手无策。,
00,0605,屏幕微弱的光打在他清隽的面容上，他长久地凝视着聊天界面，眼底翻涌的暗色最终化作一声叹息。,
