角色编号,台词编号,台词/旁白文本,立绘/动作提示
00,036,比起像毫无破绽的时安，这个会因为突发状况而泄露一丝真实情绪的年轻人，似乎更生动，也更有意思了一些,
00,037,他的声音继续在耳边流淌，你听不清他念的是什么内容，可能是散文、小说，或者只是一本他不知道从哪里翻出来的书,
00,038,你的呼吸慢慢平稳下来，胃部的痉挛似乎也缓解了一些,
00,039,也许是药效上来了，也许是被他的声音安抚了。你的意识开始变得模糊，像是站在清醒和睡眠的边界线上，摇摇欲坠,
00,040,不知道过了多久，直到你感觉到手背上的输液管被护士拔掉，你才猛地睁开眼睛，药液见底了,
00,041,你低头看了一眼手机，通话还在继续，通话时长显示：47分钟,
00,042,耳机里，他的声音还在继续。已经念到了不知道第几页，声音比刚开始时更低了，带着一丝沙哑，但依然平稳,
00,043,【抉择选项】为特殊的陪伴买单,
00,044,你深知在这个世界上，免费的、带有私人情绪的关心才是最昂贵的，必须干脆利落地划清界限,
01,045,“输液结束了，很感谢你今晚的陪伴。我会按平台最高时薪的双倍结算给你，去睡吧，辛苦了。”,0000
00,046,你轻巧地将他这份带有私人情感的陪伴，重新框定在了金钱交易的边界内,
00,047,你听见他轻轻地吸了一口气，很轻，轻到几乎听不见，但你还是捕捉到了,
03,048,“……拿钱办事是应该的，老板不用算得这么清楚。既然输完液了，就早点回去休息吧。”,0000
00,049,他没有推辞，只是用一句不用算得这么清楚，轻轻地、不着痕迹地，表达了一点点……遗憾？,
00,050,你听不出来，也许只是你的过度解读,
00,051,你退出通话，打开交易页面，按你说的数字转了账，备注栏你写的是：服务费，含夜间附加,
00,052,没有牵绊，没有亏欠，只有清清楚楚的交易，安安全全的距离,
00,053,【抉择选项】感谢他的陪伴,
00,054,你看着已经空掉的输液瓶，胃部的痉挛已经平息,
00,055,护士帮你拔了针，在手背上贴了一小块胶布。你活动了一下手指，血液重新流通的感觉有点麻,
00,056,你向来习惯一个人扛下所有，也深知虚拟网络与现实的安全界限。但此刻，你愿意给予他这份笨拙的善意一点正向的反馈,
01,057,“谢谢你刚才的陪伴，你的声音真的是很好的止痛剂。”,0000
00,058,这是实话，不是客套也不是恭维。刚才那四十七分钟里，他的声音确实比任何止痛药都有效,
03,059,“能起作用就好……那我就不打扰老板休息了。回去的路上注意安全，如果可以的话，到家给我发个消息，好吗？”,0000
00,060,他最后那个“好吗”说得很轻，像是在问一个很重要的问题，又像是在给自己留一条退路,
00,061,你还没来得及应声，他又像是怕太过唐突，低声补了一句,
03,062,“我……只是有点放心不下。”,0000
00,063,通话在一片安静又温柔的氛围里结束，你按了挂断键，把手机放进包里,
00,064,出租车来了。你坐进去，报上地址。车子停下时，你打开和时安的聊天框，打了一行字,
01,065,“到家了，晚安。”,0000
00,066,他的回复来得很快，是条语音，带着因困倦带来的沙哑,
03,067,“老板晚安，好梦。”,0000
