##Id	NextId	NodeType	SpeakerName	DialogText	CharacterActionsJson	ChoicesJson	TargetGraphName	RewardsJson	BgmPath	SePath	PerformanceKey	BackgroundPath	VoicePath
##int	int	int	string	string	string	string	string	string	string	string	string	string	string
##编号	下一句ID	类型(0对话1选项2跳转3奖励)	说话人	台词	动作配置	选项配置	目标图名称	奖励配置	背景音乐	音效	动画效果Key	背景图	语音
10031	10032	0	女主名	“你的眼神里带着长年监管审查留下的戒备，像一把随时准备丈量刻度的标尺。”	{"actions":[{"CharacterName":"","ActionType":1,"Position":2,"SpritePath":"","OffsetX":0.0,"OffsetY":0.0,"Scale":0.0}]}								
10032	10033	0		他的喉结微微滚动了一下，从小到大，他听过无数次 “你们兄弟俩真是一模一样” 的评价，连他的父母都在极力维持这种平衡	{"actions":[{"CharacterName":"","ActionType":1,"Position":0,"SpritePath":"","OffsetX":0.0,"OffsetY":0.0,"Scale":0.0}]}								
10033	10034	0		原来，在真正用心观察的人眼里，能这么容易就将他们区分开									
10034	10035	0	陈予宁	“原来是这样……你的观察很细致。”	{"actions":[{"CharacterName":"","ActionType":0,"Position":2,"SpritePath":"Assets/GameMain/Art/Characters/陈予宁/陈予宁01-00.png","OffsetX":-100.0,"OffsetY":-350.0,"Scale":2.299999952316284}]}								
10035	10036	0		他的声音比刚才低了一些，像是在消化某种迟来的确认。他的目光在你脸上停留了片刻，然后移开，落在你身后的晨雾里	{"actions":[{"CharacterName":"","ActionType":1,"Position":2,"SpritePath":"","OffsetX":0.0,"OffsetY":0.0,"Scale":0.0}]}								
10036	10037	0	女主名	“多谢夸奖，不过是一些个人职业素养而已。对了，你平时经常来这里打球吗？”	{"actions":[{"CharacterName":"","ActionType":0,"Position":0,"SpritePath":"Assets/GameMain/Art/New Characters/女主/女主运动.png","OffsetX":125.0,"OffsetY":-196.0,"Scale":2.299999952316284}]}								
10037	10038	0		你将话题引向了日常的闲聊，缓解了过于深入的剖析带来的局促。他显然也察觉到了你的体贴，眼底的光柔和了几分	{"actions":[{"CharacterName":"","ActionType":1,"Position":0,"SpritePath":"","OffsetX":0.0,"OffsetY":0.0,"Scale":0.0}]}								
10038	10039	0	陈予宁	“嗯，如果周末不用加班，通常会在这里打两个小时，保持手感。你也喜欢打球吗？或许下次可以一起。”	{"actions":[{"CharacterName":"","ActionType":0,"Position":2,"SpritePath":"Assets/GameMain/Art/Characters/陈予宁/陈予宁01-00.png","OffsetX":-100.0,"OffsetY":-350.0,"Scale":2.299999952316284}]}								
10039	10040	0	女主名	“有机会的话可以，不过最近都在赶稿，包括今天也是。那我先走了，陈警官，回见。”	{"actions":[{"CharacterName":"","ActionType":1,"Position":2,"SpritePath":"","OffsetX":0.0,"OffsetY":0.0,"Scale":0.0},{"CharacterName":"","ActionType":0,"Position":0,"SpritePath":"Assets/GameMain/Art/New Characters/女主/女主运动.png","OffsetX":125.0,"OffsetY":-196.0,"Scale":2.299999952316284}]}								
10040	10041	0	陈予宁	“回见，路上小心。”	{"actions":[{"CharacterName":"","ActionType":1,"Position":0,"SpritePath":"","OffsetX":0.0,"OffsetY":0.0,"Scale":0.0},{"CharacterName":"","ActionType":0,"Position":2,"SpritePath":"Assets/GameMain/Art/Characters/陈予宁/陈予宁01-00.png","OffsetX":-100.0,"OffsetY":-350.0,"Scale":2.299999952316284}]}								
10041	0	0		他微微点头，语气里少了几分最初的拘谨，多了一丝属于邻里之间的熟稔	{"actions":[{"CharacterName":"","ActionType":1,"Position":2,"SpritePath":"","OffsetX":0.0,"OffsetY":0.0,"Scale":0.0}]}								
10042	10043	0		面对他略带好奇的神色，你斟酌了一下用词。常年深耕社会观察，让你能轻易对任何事物进行逻辑解构									
10043	10044	0		这既是职业本能，也是你与这个世界对话的方式									
10044	10045	0	女主名	“纯粹的逻辑推理罢了。第一，你的上肢肌肉发达，结合你特殊的职业性质，确实应该经常打羽毛球。”	{"actions":[{"CharacterName":"","ActionType":0,"Position":0,"SpritePath":"Assets/GameMain/Art/New Characters/女主/女主运动.png","OffsetX":125.0,"OffsetY":-196.0,"Scale":2.299999952316284}]}								
10045	10046	0	女主名	“而据我观察，你的兄弟或许没有运动的习惯或者时间。第二，你的气场比他更严肃凌厉，着装更正经讲究些。”									
10046	10047	0		你顿了顿，补了一句	{"actions":[{"CharacterName":"","ActionType":1,"Position":0,"SpritePath":"","OffsetX":0.0,"OffsetY":0.0,"Scale":0.0}]}								
10047	10048	0	女主名	“其实只要稍微去观察细节，就可以避免犯认错人的错误。”	{"actions":[{"CharacterName":"","ActionType":0,"Position":0,"SpritePath":"Assets/GameMain/Art/New Characters/女主/女主运动.png","OffsetX":125.0,"OffsetY":-196.0,"Scale":2.299999952316284}]}								
10048	10049	0		陈予宁的眼神里透出一丝赞赏，他一向信奉严密的逻辑和事实，而你这份有理有据的分析，非常契合他的思维方式	{"actions":[{"CharacterName":"","ActionType":1,"Position":0,"SpritePath":"","OffsetX":0.0,"OffsetY":0.0,"Scale":0.0}]}								
10049	10050	0	陈予宁	“很严谨，看来你有极强的洞察力。”	{"actions":[{"CharacterName":"","ActionType":0,"Position":2,"SpritePath":"Assets/GameMain/Art/Characters/陈予宁/陈予宁01-00.png","OffsetX":-100.0,"OffsetY":-350.0,"Scale":2.299999952316284}]}								
10050	10051	0	女主名	“只是习惯了多看多想，毕竟这个世界上的很多答案，都藏在细节里。”	{"actions":[{"CharacterName":"","ActionType":1,"Position":2,"SpritePath":"","OffsetX":0.0,"OffsetY":0.0,"Scale":0.0},{"CharacterName":"","ActionType":0,"Position":0,"SpritePath":"Assets/GameMain/Art/New Characters/女主/女主运动.png","OffsetX":125.0,"OffsetY":-196.0,"Scale":2.299999952316284}]}								
10051	10052	0		你适可而止地收住了话题，看了一眼腕表上的时间，向他礼貌地微微颔首	{"actions":[{"CharacterName":"","ActionType":1,"Position":0,"SpritePath":"","OffsetX":0.0,"OffsetY":0.0,"Scale":0.0}]}								
10052	10053	0	女主名	“今天天气不错，你可以多休息一会儿。我手头还有些工作要处理，就先失陪了。”	{"actions":[{"CharacterName":"","ActionType":0,"Position":0,"SpritePath":"Assets/GameMain/Art/New Characters/女主/女主运动.png","OffsetX":125.0,"OffsetY":-196.0,"Scale":2.299999952316284}]}								
10053	0	0	陈予宁	“好，回见。”	{"actions":[{"CharacterName":"","ActionType":1,"Position":0,"SpritePath":"","OffsetX":0.0,"OffsetY":0.0,"Scale":0.0},{"CharacterName":"","ActionType":0,"Position":2,"SpritePath":"Assets/GameMain/Art/Characters/陈予宁/陈予宁01-00.png","OffsetX":-100.0,"OffsetY":-350.0,"Scale":2.299999952316284}]}								
10054	0	1				{"Choices":[{"ChoiceText":"展现对个体的尊重 ","NextId":10026,"Conditions":[],"Rewards":[{"Type":1,"AttributeType":0,"NpcId":"04","Value":20,"ItemId":""},{"Type":0,"AttributeType":3,"NpcId":"","Value":2,"ItemId":""},{"Type":0,"AttributeType":2,"NpcId":"","Value":3,"ItemId":""}]},{"ChoiceText":"展现绝对的逻辑推理 ","NextId":10042,"Conditions":[],"Rewards":[{"Type":1,"AttributeType":0,"NpcId":"04","Value":15,"ItemId":""},{"Type":0,"AttributeType":3,"NpcId":"","Value":5,"ItemId":""},{"Type":0,"AttributeType":2,"NpcId":"","Value":5,"ItemId":""}]}]}							
