##Id	NextId	NodeType	SpeakerName	DialogText	CharacterActionsJson	ChoicesJson	TargetGraphName	RewardsJson	BgmPath	SePath	PerformanceKey	BackgroundPath	VoicePath
##int	int	int	string	string	string	string	string	string	string	string	string	string	string
##编号	下一句ID	类型(0对话1选项2跳转3奖励)	说话人	台词	动作配置	选项配置	目标图名称	奖励配置	背景音乐	音效	动画效果Key	背景图	语音
10024	10025	0	女主名	“那你给老师看了吗？”	{"actions":[{"CharacterName":"","ActionType":1,"Position":2,"SpritePath":"","OffsetX":0.0,"OffsetY":0.0,"Scale":0.0},{"CharacterName":"","ActionType":0,"Position":0,"SpritePath":"Assets/GameMain/Art/New Characters/女主/女主温和.png","OffsetX":125.0,"OffsetY":-196.0,"Scale":2.299999952316284}]}								
10025	10026	0	温叙	“没有，那时候还没写完。”	{"actions":[{"CharacterName":"","ActionType":1,"Position":0,"SpritePath":"","OffsetX":0.0,"OffsetY":0.0,"Scale":0.0},{"CharacterName":"","ActionType":0,"Position":2,"SpritePath":"Assets/GameMain/Art/New Characters/温叙/温叙大衣微笑.png","OffsetX":-125.0,"OffsetY":-280.0,"Scale":2.299999952316284}]}								
10026	10027	0		他没有说后来有没有写完，但你知道那本没写完的小说，后来变成了《一纸叙尽平生念》中的一部	{"actions":[{"CharacterName":"","ActionType":1,"Position":2,"SpritePath":"","OffsetX":0.0,"OffsetY":0.0,"Scale":0.0}]}								
10027	10028	0		他站在那里，手里捧着那本旧书，目光里满是怀念									
10028	10029	0		你没有打扰他，只是找了个地方坐了下来									
10029	10030	0		离开图书馆的时候，天色已经暗了。教学楼的灯亮了起来，是学生们在晚自习									
10030	10031	0		走到校门口，你们默契地停了下来，回头看了一眼								Assets/GameMain/Art/Backgrounds/大地图.png	
10031	10032	0		教学楼、操场、图书馆、那排香樟树，都在暮色里模糊成一团，这是你们的曾走过的路，承载着你们的青春									
10032	10033	0		出了学校之后，他带着你穿过一条窄巷子，路灯很旧，光线昏黄									
10033	10034	0		巷子尽头有一棵老槐树，树干很粗，枝叶在头顶黑黢黢地散开									
10034	10035	0		他站在树下，抬头看了看									
10035	10036	0	温叙	“就是这里。”	{"actions":[{"CharacterName":"","ActionType":0,"Position":2,"SpritePath":"Assets/GameMain/Art/New Characters/温叙/温叙大衣微笑.png","OffsetX":-125.0,"OffsetY":-280.0,"Scale":2.299999952316284}]}								
10036	10037	0		这里怎么了？他没有说	{"actions":[{"CharacterName":"","ActionType":1,"Position":2,"SpritePath":"","OffsetX":0.0,"OffsetY":0.0,"Scale":0.0}]}								
10037	10038	0		然后他转过身来，目光落在你身上。路灯的光穿过枝叶的缝隙，在他的脸上投下细碎的光影									
10038	10039	0		风吹过来，几片干枯的叶子打着旋落在他的肩上，然后落在地上									
10039	10040	0		你突然就想起了很多年前，那个黄昏									
10040	10041	0		他就站在那，当时你匆匆离开，没有回头									
10041	10042	0		而现在，他站在你面前，目光沉静而专注，像是要把当年错过的对视都补回来									
10042	10043	0		你忽然觉得，这棵树和当年没什么不同									
10043	10044	0		只是树下的人，终于等到了他想等的那一眼									
10044	0	0		【获得单线结局：旧巷】									
