##Id	NextId	NodeType	SpeakerName	DialogText	CharacterActionsJson	ChoicesJson	TargetGraphName	RewardsJson	BgmPath	SePath	PerformanceKey	BackgroundPath	VoicePath
##int	int	int	string	string	string	string	string	string	string	string	string	string	string
##编号	下一句ID	类型(0对话1选项2跳转3奖励)	说话人	台词	动作配置	选项配置	目标图名称	奖励配置	背景音乐	音效	动画效果Key	背景图	语音
10050	0	0		没有牵绊，没有亏欠，只有清清楚楚的交易，安安全全的距离									
10051	10052	0		你看着已经空掉的输液瓶，胃部的痉挛已经平息									
10052	10053	0		护士帮你拔了针，在手背上贴了一小块胶布。你活动了一下手指，血液重新流通的感觉有点麻									
10053	10054	0		你向来习惯一个人扛下所有，也深知虚拟网络与现实的安全界限。但此刻，你愿意给予他这份笨拙的善意一点正向的反馈									
10054	10055	0	女主名	“谢谢你刚才的陪伴，你的声音真的是很好的止痛剂。”	{"actions":[{"CharacterName":"","ActionType":0,"Position":0,"SpritePath":"Assets/GameMain/Art/New Characters/女主/女主温和.png","OffsetX":125.0,"OffsetY":-196.0,"Scale":2.299999952316284}]}								
10055	10056	0		这是实话，不是客套也不是恭维。刚才那四十七分钟里，他的声音确实比任何止痛药都有效	{"actions":[{"CharacterName":"","ActionType":1,"Position":0,"SpritePath":"","OffsetX":0.0,"OffsetY":0.0,"Scale":0.0}]}								
10056	10057	0	周杉	“能起作用就好……那我就不打扰老板休息了。回去的路上注意安全，如果可以的话，到家给我发个消息，好吗？”	{"actions":[{"CharacterName":"","ActionType":0,"Position":2,"SpritePath":"Assets/GameMain/Art/Characters/周杉/微信图片_20260408134930_32_160.png","OffsetX":-50.0,"OffsetY":-330.0,"Scale":2.299999952316284}]}								Assets/GameMain/Art/Voice/配音/周杉/12.能起作用就好.mp3
10057	10058	0		他最后那个“好吗”说得很轻，像是在问一个很重要的问题，又像是在给自己留一条退路	{"actions":[{"CharacterName":"","ActionType":1,"Position":2,"SpritePath":"","OffsetX":0.0,"OffsetY":0.0,"Scale":0.0}]}								
10058	10059	0		你还没来得及应声，他又像是怕太过唐突，低声补了一句									
10059	10060	0	周杉	“我……只是有点放心不下。”	{"actions":[{"CharacterName":"","ActionType":0,"Position":2,"SpritePath":"Assets/GameMain/Art/Characters/周杉/微信图片_20260408134930_32_160.png","OffsetX":-50.0,"OffsetY":-330.0,"Scale":2.299999952316284}]}								Assets/GameMain/Art/Voice/配音/周杉/13.我只是有点放心不下.mp3
10060	10061	0		通话在一片安静又温柔的氛围里结束，你按了挂断键，把手机放进包里	{"actions":[{"CharacterName":"","ActionType":1,"Position":2,"SpritePath":"","OffsetX":0.0,"OffsetY":0.0,"Scale":0.0}]}								
10061	10062	0		出租车来了。你坐进去，报上地址。车子停下时，你打开和时安的聊天框，打了一行字								Assets/GameMain/Art/Backgrounds/深夜城市.png	
10062	10063	0	女主名	“到家了，晚安。”	{"actions":[{"CharacterName":"","ActionType":0,"Position":0,"SpritePath":"Assets/GameMain/Art/New Characters/女主/家居柔和.png","OffsetX":125.0,"OffsetY":-196.0,"Scale":2.299999952316284}]}							Assets/GameMain/Art/Backgrounds/居家/卧室.png	
10063	10064	0		他的回复来得很快，是条语音，带着因困倦带来的沙哑	{"actions":[{"CharacterName":"","ActionType":1,"Position":0,"SpritePath":"","OffsetX":0.0,"OffsetY":0.0,"Scale":0.0}]}								
10064	0	0	周杉	“老板晚安，好梦。”	{"actions":[{"CharacterName":"","ActionType":0,"Position":2,"SpritePath":"Assets/GameMain/Art/Characters/周杉/微信图片_20260408134930_32_160.png","OffsetX":-50.0,"OffsetY":-330.0,"Scale":2.299999952316284}]}								Assets/GameMain/Art/Voice/配音/周杉/14.老板晚安，好梦.mp3
10065	0	1				{"Choices":[{"ChoiceText":"为特殊的陪伴买单 ","NextId":10042,"Conditions":[],"Rewards":[{"Type":1,"AttributeType":0,"NpcId":"03","Value":15,"ItemId":""},{"Type":0,"AttributeType":2,"NpcId":"","Value":5,"ItemId":""},{"Type":0,"AttributeType":3,"NpcId":"","Value":5,"ItemId":""}]},{"ChoiceText":"感谢他的陪伴 ","NextId":10051,"Conditions":[],"Rewards":[{"Type":1,"AttributeType":0,"NpcId":"03","Value":20,"ItemId":""},{"Type":0,"AttributeType":3,"NpcId":"","Value":3,"ItemId":""},{"Type":0,"AttributeType":2,"NpcId":"","Value":2,"ItemId":""}]}]}							
