##Id	NextId	NodeType	SpeakerName	DialogText	CharacterActionsJson	ChoicesJson	TargetGraphName	RewardsJson	BgmPath	SePath	PerformanceKey	BackgroundPath	VoicePath
##int	int	int	string	string	string	string	string	string	string	string	string	string	string
##编号	下一句ID	类型(0对话1选项2跳转3奖励)	说话人	台词	动作配置	选项配置	目标图名称	奖励配置	背景音乐	音效	动画效果Key	背景图	语音
10059	10060	0		许是照片沾了太多粘稠的液体，你拿不住，有些从指缝间滑落，掉在云层上，又被风吹起来，翻了几页，露出背面的字									
10060	10061	0		那些字密密匝匝的，像一个人在黑暗中一笔一划刻下的									
10061	10062	0		你想去捡，然后你看到了那些花									
10062	10063	0		那些从他的身体里长出来的，从他的胸口、他的肩膀、他的腰侧，从他的每一处伤口里长出来的……花									
10063	10064	0		那些伤口你之前没有注意到，它们像是被利器刺穿的，更像是从内部撕裂的，皮肤像花瓣一样绽开，露出下面的什么									
10064	10065	0		但从那些翻开的地方没有流出更多的血，而是开出了花									
10065	10066	0		是兰花									
10066	10067	0		雪白色的兰花，花瓣薄如蝉翼，边缘带着极淡的紫色。它们从伤口里生长出来，一丛一丛的，安静地开在他身上									
10067	10068	0		有些花苞还没有绽开，蜷缩着，像婴儿攥紧的拳头。有些已经完全盛开，花瓣上沾着细小的露珠									
10068	10069	0		不，那不是露珠，是深红的、黏稠的液体，顺着花瓣的弧度缓缓滑落，滴在云层上，洇开一小片深色的印记									
10069	10070	0		空气中有淡淡的，像是雨后泥土的气息，混合着墨水和铁锈的味道。你闻到那个味道的时候，胃里翻了一下									
10070	10071	0		你跪在云层上，看着他的脸。他的眼睛还是睁着的，浑浊发散的瞳孔里倒映着白色的云地									
10071	10072	0		你不知道他在最后一刻看到了什么。也许是你的照片，也许是一个人，但你永远不会知道了									
10072	10073	0		风停了，云层上很安静，你能清晰地听到你自己的心跳声						Assets/GameMain/Sounds/心跳声.mp3			
10073	10074	0		你低下头，看着他的脸，他的眼睛还是睁着的									
10074	10075	0		你想起上次在这片空间看到的那个人，那个向你伸出手、倒在血泊里的身影。你当时不知道他是谁，现在你知道了									
10075	10076	0		画面在你眼前重合，你的心中没有恐惧，只有眼睁睁看着一个人在你面前消失、你却什么都做不了的绝望									
10076	0	0		云层开始碎裂，脚下的白色像冰面一样裂开无数道缝隙，灰白色的光从裂缝里涌上来，吞没了你									
10077	0	1				{"Choices":[{"ChoiceText":"陪温叙去印刷厂","NextId":10002,"Conditions":[{"Type":2,"AttributeType":0,"NpcId":"0606","Operator":0,"Value":0,"ItemId":"","RequireItem":true},{"Type":2,"AttributeType":0,"NpcId":"","Operator":0,"Value":0,"ItemId":"0303","RequireItem":false}],"Rewards":[]},{"ChoiceText":"另有安排","NextId":10007,"Conditions":[{"Type":2,"AttributeType":0,"NpcId":"","Operator":0,"Value":0,"ItemId":"0303","RequireItem":true},{"Type":2,"AttributeType":0,"NpcId":"","Operator":0,"Value":0,"ItemId":"0606","RequireItem":false}],"Rewards":[]},{"ChoiceText":"?","NextId":10078,"Conditions":[{"Type":2,"AttributeType":0,"NpcId":"","Operator":0,"Value":0,"ItemId":"0303","RequireItem":true},{"Type":2,"AttributeType":0,"NpcId":"","Operator":0,"Value":0,"ItemId":"0606","RequireItem":true}],"Rewards":[]}]}							
10078	0	0		通往三人he线									
