##Id	NextId	NodeType	SpeakerName	DialogText	CharacterActionsJson	ChoicesJson	TargetGraphName	RewardsJson	BgmPath	SePath	PerformanceKey	BackgroundPath	VoicePath
##int	int	int	string	string	string	string	string	string	string	string	string	string	string
##编号	下一句ID	类型(0对话1选项2跳转3奖励)	说话人	台词	动作配置	选项配置	目标图名称	奖励配置	背景音乐	音效	动画效果Key	背景图	语音
10071	10072	0		路过的学生放慢脚步，侧着耳朵听，还有人站在路边假装很忙，胆子大一些的频频回头看									
10072	10073	0		女人越说越大声，你听到了几个词“毕业”、“赚钱”、“血缘”、“你欠我们的”									
10073	10074	0		周杉站在那里，背对着你，看不清表情。但他站得很僵硬，不说话，也没有挣开									
10074	10075	0		你没有多想，走了过去									
10075	10076	0	女主名	“周杉。”	{"actions":[{"CharacterName":"","ActionType":0,"Position":0,"SpritePath":"Assets/GameMain/Art/New Characters/女主/女主常规.png","OffsetX":125.0,"OffsetY":-196.0,"Scale":2.299999952316284}]}								
10076	10077	0		他转过头，看到是你，整个人明显愣了一下。他的眼睛是红的，眼眶下面有淡淡的青黑，像是好几天没睡好	{"actions":[{"CharacterName":"","ActionType":1,"Position":0,"SpritePath":"","OffsetX":0.0,"OffsetY":0.0,"Scale":0.0},{"CharacterName":"","ActionType":0,"Position":1,"SpritePath":"Assets/GameMain/Art/New Characters/周杉/周杉立绘.png","OffsetX":0.0,"OffsetY":-330.0,"Scale":2.299999952316284}]}								
10077	10078	0		他的嘴唇干裂，下巴上冒出了青色的胡茬。他平时很注意这些，每次视频前都会把自己收拾干净									
10078	10079	0		看到你的那一瞬间，他的眼神里闪过很多东西：意外、慌张、狼狈，还有一种莫名的深切哀恸	{"actions":[{"CharacterName":"","ActionType":1,"Position":1,"SpritePath":"","OffsetX":0.0,"OffsetY":0.0,"Scale":0.0}]}								
10079	10080	0		但他很快别过脸，避开了你的目光									
10080	10081	0		女人也看到了你，上下打量了一眼，声音低了些									
10081	10082	0	妇人	“你谁啊？”									
10082	10083	0		你没有理她，走到周杉面前，拉住他的手腕。他的手很凉，在微微发抖									
10083	10084	0	女主名	“我在找你，跟我走。”	{"actions":[{"CharacterName":"","ActionType":0,"Position":0,"SpritePath":"Assets/GameMain/Art/New Characters/女主/女主常规.png","OffsetX":125.0,"OffsetY":-196.0,"Scale":2.299999952316284}]}								
10084	10085	0		他低下头，没有回答。女人在旁边又说了几句，你没有听清，只想把他带走	{"actions":[{"CharacterName":"","ActionType":1,"Position":0,"SpritePath":"","OffsetX":0.0,"OffsetY":0.0,"Scale":0.0}]}								
10085	10086	0		那对夫妻看到你要把他带走，有些急了，一个挡在你的身前，一个死死扣住了你的肩									
10086	10087	0	周杉	“你们最好放开她，然后让开。”	{"actions":[{"CharacterName":"","ActionType":0,"Position":1,"SpritePath":"Assets/GameMain/Art/New Characters/周杉/周杉立绘.png","OffsetX":0.0,"OffsetY":-330.0,"Scale":2.299999952316284}]}								
10087	10088	0		他的声音很冷，脸上是你从未见过的狠戾，跟刚刚被推搡被吼骂都无动于衷的时候判若两人	{"actions":[{"CharacterName":"","ActionType":1,"Position":1,"SpritePath":"","OffsetX":0.0,"OffsetY":0.0,"Scale":0.0}]}								
10088	10089	0	周杉	“我什么也没有，但你们……”	{"actions":[{"CharacterName":"","ActionType":0,"Position":1,"SpritePath":"Assets/GameMain/Art/New Characters/周杉/周杉立绘.png","OffsetX":0.0,"OffsetY":-330.0,"Scale":2.299999952316284}]}								
10089	10090	0		他的眼神和语气都带着玉石俱焚的决绝，那对夫妻似乎也没见过他这一面，一时有些发怵	{"actions":[{"CharacterName":"","ActionType":1,"Position":1,"SpritePath":"","OffsetX":0.0,"OffsetY":0.0,"Scale":0.0}]}								
10090	10091	0		你们走了一段路，走到校园里那棵大槐树下才停下。你松开他的手腕，看着他的眼睛									
10091	10092	0	女主名	“那两个人，是你父母？”									
10092	10093	0		他点了点头，目光落在你身后的地上，没有看你									
10093	10094	0	女主名	“他们来找你要钱？”	{"actions":[{"CharacterName":"","ActionType":0,"Position":0,"SpritePath":"Assets/GameMain/Art/New Characters/女主/女主常规.png","OffsetX":125.0,"OffsetY":-196.0,"Scale":2.299999952316284}]}								
10094	10095	0		他又点了点头，沉默了一会儿，声音很低	{"actions":[{"CharacterName":"","ActionType":1,"Position":0,"SpritePath":"","OffsetX":0.0,"OffsetY":0.0,"Scale":0.0}]}								
10095	10096	0	周杉	“没事，你不用担心。”	{"actions":[{"CharacterName":"","ActionType":0,"Position":1,"SpritePath":"Assets/GameMain/Art/New Characters/周杉/周杉立绘.png","OffsetX":0.0,"OffsetY":-330.0,"Scale":2.299999952316284}]}								
10096	10097	0		他站在那里，像一棵被风吹萎靡的草。你注意到他的手指在身侧轻轻攥了一下，又松开。那是他紧张时才有的小动作	{"actions":[{"CharacterName":"","ActionType":1,"Position":1,"SpritePath":"","OffsetX":0.0,"OffsetY":0.0,"Scale":0.0}]}								
10097	10098	0		你还注意到他的手臂上有一道浅浅的红痕，是被人拽出来的									
10098	10099	0		你没有问他为什么这几天不接电话，也没有说你为什么突然来了，只是握住了他的手									
10099	10100	0		他僵了一下，然后慢慢回握住你的。他的手还是凉的，但握得很紧。他的拇指在你手背上轻轻蹭了一下，像是在确认你的存在									
10100	10101	0		中午的时候你们去了校内一家小餐馆，你问他最近在忙什么，他说论文。你问他论文写完了吗，他说快了									
10101	10102	0		他的回答还是很短，但你能听得出字里行间是有温度的									
10102	10103	0		吃饭的时候他一直很安静，只偶尔抬头看你一眼，目光在你脸上很轻的啄了一下，又很快移开									
10103	10104	0		他的眼神比以前更深了，像藏着什么东西。你以为是家里的事让他心情不好，就没有多问									
10104	10105	0		吃完饭，你们在校园里走了一圈。你们走到操场边，坐在看台上。远处有几个学生在踢球，足球被踢到空中，划了一道弧线									
10105	10106	0	周杉	“你最近……”	{"actions":[{"CharacterName":"","ActionType":0,"Position":1,"SpritePath":"Assets/GameMain/Art/New Characters/周杉/周杉立绘.png","OffsetX":0.0,"OffsetY":-330.0,"Scale":2.299999952316284}]}								
10106	10107	0		他忽然开口，又很快停住了	{"actions":[{"CharacterName":"","ActionType":1,"Position":1,"SpritePath":"","OffsetX":0.0,"OffsetY":0.0,"Scale":0.0}]}								
10107	10108	0	女主名	“嗯？”	{"actions":[{"CharacterName":"","ActionType":0,"Position":0,"SpritePath":"Assets/GameMain/Art/New Characters/女主/女主温和.png","OffsetX":125.0,"OffsetY":-196.0,"Scale":2.299999952316284}]}								
10108	10109	0	周杉	“没什么。”	{"actions":[{"CharacterName":"","ActionType":1,"Position":0,"SpritePath":"","OffsetX":0.0,"OffsetY":0.0,"Scale":0.0},{"CharacterName":"","ActionType":0,"Position":1,"SpritePath":"Assets/GameMain/Art/New Characters/周杉/周杉立绘.png","OffsetX":0.0,"OffsetY":-330.0,"Scale":2.299999952316284}]}								
10109	10110	0		他低下头，把手里的一根草茎折成两段，又折成四段。他的手指很用力，草茎被掐出了绿色的汁液	{"actions":[{"CharacterName":"","ActionType":1,"Position":1,"SpritePath":"","OffsetX":0.0,"OffsetY":0.0,"Scale":0.0}]}								
10110	10111	0		出于关心，你想问他怎么了，但看到他抿紧的唇角和额头暴起的青筋，你又生生忍住了									
10111	10112	0		你只是靠过去，把头轻轻靠在他肩上，他的肩膀僵了一下，然后慢慢放松下来									
10112	10113	0	女主名	“最近很累？”	{"actions":[{"CharacterName":"","ActionType":0,"Position":0,"SpritePath":"Assets/GameMain/Art/New Characters/女主/女主闭眼.png","OffsetX":125.0,"OffsetY":-196.0,"Scale":2.299999952316284}]}								
10113	10114	0	周杉	“还好。”	{"actions":[{"CharacterName":"","ActionType":1,"Position":0,"SpritePath":"","OffsetX":0.0,"OffsetY":0.0,"Scale":0.0},{"CharacterName":"","ActionType":0,"Position":1,"SpritePath":"Assets/GameMain/Art/New Characters/周杉/周杉立绘.png","OffsetX":0.0,"OffsetY":-330.0,"Scale":2.299999952316284}]}								
10114	10115	0	女主名	“有什么事可以跟我说。”	{"actions":[{"CharacterName":"","ActionType":1,"Position":1,"SpritePath":"","OffsetX":0.0,"OffsetY":0.0,"Scale":0.0},{"CharacterName":"","ActionType":0,"Position":0,"SpritePath":"Assets/GameMain/Art/New Characters/女主/女主闭眼.png","OffsetX":125.0,"OffsetY":-196.0,"Scale":2.299999952316284}]}								
10115	10116	0		他沉默了很久，然后轻轻说了一句	{"actions":[{"CharacterName":"","ActionType":1,"Position":0,"SpritePath":"Assets/GameMain/Art/New Characters/周杉/周杉闭眼.png","OffsetX":0.0,"OffsetY":0.0,"Scale":1.0}]}								
10116	10117	0	周杉	“我知道。”	{"actions":[{"CharacterName":"","ActionType":0,"Position":1,"SpritePath":"Assets/GameMain/Art/New Characters/周杉/周杉立绘.png","OffsetX":0.0,"OffsetY":-330.0,"Scale":2.299999952316284}]}								
10117	10118	0		他的声音很低，低到几乎被风吹散，他知道应该跟你说些什么，但他什么也没说	{"actions":[{"CharacterName":"","ActionType":1,"Position":1,"SpritePath":"","OffsetX":0.0,"OffsetY":0.0,"Scale":0.0}]}								
10118	10119	0		送你到车站即将分别的时候，他忽然开口									
10119	10120	0	周杉	“你最近……去过书店吗？”	{"actions":[{"CharacterName":"","ActionType":0,"Position":1,"SpritePath":"Assets/GameMain/Art/New Characters/周杉/周杉立绘.png","OffsetX":0.0,"OffsetY":-330.0,"Scale":2.299999952316284}]}								
10120	10121	0		他的语气很随意，像在聊天气，但他的手指在裤缝上轻轻碾了一下									
10121	10122	0	女主名	“去过一次，城南那家社科旧书店。书挺全的，有很多你可能会感兴趣的书。”	{"actions":[{"CharacterName":"","ActionType":1,"Position":1,"SpritePath":"","OffsetX":0.0,"OffsetY":0.0,"Scale":0.0},{"CharacterName":"","ActionType":0,"Position":0,"SpritePath":"Assets/GameMain/Art/New Characters/女主/女主温和.png","OffsetX":125.0,"OffsetY":-196.0,"Scale":2.299999952316284}]}								
10122	10123	0		他点了点头，没有追问	{"actions":[{"CharacterName":"","ActionType":1,"Position":0,"SpritePath":"","OffsetX":0.0,"OffsetY":0.0,"Scale":0.0}]}								
10123	10124	0	女主名	“下次一起去？”	{"actions":[{"CharacterName":"","ActionType":0,"Position":0,"SpritePath":"Assets/GameMain/Art/New Characters/女主/女主温和.png","OffsetX":125.0,"OffsetY":-196.0,"Scale":2.299999952316284}]}								
10124	10125	0		他愣了一下，似乎没想到你会这么说	{"actions":[{"CharacterName":"","ActionType":1,"Position":0,"SpritePath":"","OffsetX":0.0,"OffsetY":0.0,"Scale":0.0}]}								
10125	10126	0		然后你看到他的嘴角动了一下，像想说什么，但最后只是轻轻“嗯”了一声									
10126	10127	0		车开动的时候，他抬起手，轻轻挥了挥。你靠在车窗上，看着他的身影越来越远									
10127	10128	0		他的影子被夕阳拉得很长，投在站台的地面上，像一个孤单的标点。你低下头，给他发了一条消息：“回到宿舍了跟我说一声。”									
10128	10129	0		他回了一个字：“好。”									
10129	10130	0		他转身往回走，走过操场，走过图书馆。他没有回宿舍，而是走到了教学楼的天台上								Assets/GameMain/Art/Backgrounds/深夜城市.png	
10130	10131	0		天台上没有人，风很大，把他的头发吹乱了。他站在那里，看着远处城市的灯火一盏一盏亮起来									
10131	10132	0		他站在天台上，风吹着他的脸，很凉，让人很清醒									
10132	10133	0		但他的脑子里全是混乱交织的画面，书店的落地窗、那把倾斜的伞、那个温文尔雅的男人，还有你说的那句“下次一起去”									
10133	10134	0		他知道你说的是和他一起去书店，但他知道，你也会和那个人一起去									
10134	10135	0		他蹲下来，把头埋进膝盖里。他没有哭，只是蹲在那里，像一个被风吹了很久的、不知道会落到哪里的叶子									
10135	10136	0		他想起你握着他的手的样子，想起你靠在他肩上的重量，想起你说“有什么事可以跟我说”时的语气									
10136	10137	0		他还爱着，他比任何时候都确定									
10137	10138	0		但他也知道，他没办法假装什么都没发生。他该做点什么的，于是他站起来，走下天台									
10138	10139	0		回到宿舍，他坐在书桌前，翻开了笔记本。他握着笔，空白的纸页将会成为承载他情绪的容器									
10139	10140	0		窗外的风越来越大，吹得窗户发出细微的震颤。直到纸页被填满，他才揉了揉酸胀的手腕，把笔放下									
10140	10141	0		他打开抽屉，抽屉里静静地躺在一张旧书店的宣传单，和一份未能送出的礼物									
10141	10142	0		他把笔记本放了进去，关上抽屉，然后躺在床上。他的眼睛睁着，视野却散成一团									
10142	10143	0		你可能会因此难过，但你是那么的善解人意，你会原谅他的一点小自私的，对吧？									
10143	10144	0		他翻了个身，把被子拉过头顶。当计划成型的那一刻，他已经不会再回头									
10144	0	2					周杉&温叙1						
