##Id	NextId	NodeType	SpeakerName	DialogText	CharacterActionsJson	ChoicesJson	TargetGraphName	RewardsJson	BgmPath	SePath	PerformanceKey	BackgroundPath	VoicePath	HideDialoguePanel
##int	int	int	string	string	string	string	string	string	string	string	string	string	string	bool
##编号	下一句ID	类型(0对话1选项2跳转3奖励)	说话人	台词	动作配置	选项配置	目标图名称	奖励配置	背景音乐	音效	动画效果Key	背景图	语音	隐藏对话框
10010	10011	0		趋利避害和爱看热闹的人性本能在这一刻展现得淋漓尽致，原本熙攘的人流里三层外三层地围拢，却又无人上前。	{"actions":[{"CharacterName":"","ActionType":1,"Position":1,"SpritePath":"","OffsetX":0.0,"OffsetY":0.0,"Scale":0.0}]}									0
10011	10012	0		无数道视线汇聚于一处，有讶异、有同情、也有纯粹看热闹的。										0
10012	10013	0		他们交头接耳，互相交换着警惕的眼神，却像生了根一样扎在安全距离之外，										0
10013	10014	0		硬生生在偌大的商场中央，空出了充满防备与冷漠的真空地带。										0
10014	10225	0		等商场的安保人员前来无疑是最好的选择，但是你看不到人群中到底是什么情况，万一是突发疾病耽误不得……										0
10015	10016	0		你正想扔下盲盒冲出去帮忙，许映月的反应却比你还快。										0
10016	10017	0		前一秒还在为盲盒选择抓耳挠腮的她，此刻已然褪去散漫，神色凝重。	{"actions":[{"CharacterName":"","ActionType":0,"Position":1,"SpritePath":"Assets/GameMain/Art/New Characters/许映月/许映月认真.png","OffsetX":0.0,"OffsetY":-270.0,"Scale":2.5}]}									0
10017	10018	0		她一把将盲盒拍在货架上，反手攥住你的手腕，凭借一股蛮力，										0
10018	10019	0		硬是带着你劈开了那道踌躇不前的人墙，挤进了最内圈。										0
10019	10020	0		视线豁然开朗，眼前的画面却不容乐观。	{"actions":[{"CharacterName":"","ActionType":1,"Position":1,"SpritePath":"","OffsetX":0.0,"OffsetY":0.0,"Scale":0.0}]}									0
10020	10021	0		一位头发花白、衣着朴素整洁的老妇人，正软倒在冰冷的大理石地板上。								Assets/GameMain/Art/Backgrounds/商场/商场老人.png		0
10021	10022	0		她孤零零地躺在那，双眼紧闭、脸色惨白，胸口起伏微弱，仿佛随时都会在喧嚣的人海中断了呼吸。										0
10022	10023	0		你和许映月的视线在半空中交汇，不过短短一瞬，无需言语，多年沉淀的默契便化作一个干脆的点头。	{"actions":[{"CharacterName":"","ActionType":0,"Position":1,"SpritePath":"Assets/GameMain/Art/New Characters/许映月/许映月认真.png","OffsetX":0.0,"OffsetY":-270.0,"Scale":2.5},{"CharacterName":"","ActionType":0,"Position":0,"SpritePath":"Assets/GameMain/Art/New Characters/女主/主控常服严肃.png","OffsetX":-210.0,"OffsetY":-600.0,"Scale":2.0}]}									0
10023	10024	0		眨眼间，一场争分夺秒的急救分工便已在无声中敲定。	{"actions":[{"CharacterName":"","ActionType":1,"Position":1,"SpritePath":"","OffsetX":0.0,"OffsetY":0.0,"Scale":0.0},{"CharacterName":"","ActionType":1,"Position":0,"SpritePath":"","OffsetX":0.0,"OffsetY":0.0,"Scale":0.0}]}									0
10024	10025	0		她侧身站到你和人群之间，拨开挤得最靠前的几个人，	{"actions":[{"CharacterName":"","ActionType":0,"Position":1,"SpritePath":"Assets/GameMain/Art/New Characters/许映月/许映月认真.png","OffsetX":0.0,"OffsetY":-270.0,"Scale":2.5}]}									0
10025	10026	0		并挡住那些争先恐后举着手机的镜头，快速清出足够施救的空地。										0
10026	10027	0		你快步上前蹲下身，指尖轻轻按在老妇人颈动脉上。	{"actions":[{"CharacterName":"","ActionType":1,"Position":1,"SpritePath":"","OffsetX":0.0,"OffsetY":0.0,"Scale":0.0},{"CharacterName":"","ActionType":0,"Position":0,"SpritePath":"Assets/GameMain/Art/New Characters/女主/主控常服严肃.png","OffsetX":-210.0,"OffsetY":-600.0,"Scale":2.0}]}									0
10027	10028	0		指尖下传来的搏动几乎难以察觉，像风中残烛般时断时续。										0
10028	10029	0		你又侧耳贴近她的口鼻，只有一丝若有若无的的气息拂过耳廓。	{"actions":[{"CharacterName":"","ActionType":1,"Position":0,"SpritePath":"","OffsetX":0.0,"OffsetY":0.0,"Scale":0.0},{"CharacterName":"","ActionType":0,"Position":0,"SpritePath":"Assets/GameMain/Art/New Characters/女主/主控常服闭眼无表情.png","OffsetX":-210.0,"OffsetY":-600.0,"Scale":2.0}]}									0
10029	10030	0		情况糟透了，老妇人生命流失的速度令人心惊，急救已是迫在眉睫。	{"actions":[{"CharacterName":"","ActionType":1,"Position":0,"SpritePath":"","OffsetX":0.0,"OffsetY":0.0,"Scale":0.0}]}									0
10030	10031	0		但你并非专业的医护人员，担心错误地触碰会造成二次伤害，根本不敢贸然施救。										0
10031	10032	0		但理智告诉你，现在绝不是坐以待毙的时候。										0
10032	10033	0		既然做不了急救，那就先抢出最基本的生命通道：										0
10033	10034	0	主控名	大家都散开点！保持空气流通，别围着拍照了！	{"actions":[{"CharacterName":"","ActionType":0,"Position":0,"SpritePath":"Assets/GameMain/Art/New Characters/女主/主控常服严肃.png","OffsetX":-210.0,"OffsetY":-600.0,"Scale":2.0}]}									0
10034	10035	0	许映月	我已经打120了，救护车马上从市中心医院过来。	{"actions":[{"CharacterName":"","ActionType":1,"Position":0,"SpritePath":"","OffsetX":0.0,"OffsetY":0.0,"Scale":0.0},{"CharacterName":"","ActionType":0,"Position":1,"SpritePath":"Assets/GameMain/Art/New Characters/许映月/许映月认真.png","OffsetX":0.0,"OffsetY":-270.0,"Scale":2.5}]}								Assets/GameMain/Art/Voice/配音/许映月/我已经打120.mp3	0
10035	10036	0		果断的冷喝瞬间起了作用，路人讪讪退后，终于让出了宝贵的呼吸空间。	{"actions":[{"CharacterName":"","ActionType":1,"Position":1,"SpritePath":"","OffsetX":0.0,"OffsetY":0.0,"Scale":0.0}]}									0
10036	10037	0		趁着救护车还没到，你半跪下来，小心翼翼地翻找起老人随身的布包，试图寻觅急救药或病历的踪影。										0
10037	10038	0		遗憾的是，包里没有药瓶，但在最里侧的夹层中，你摸出了一张被过塑的联系卡，上面有一串加粗的号码。										0
10038	10039	0		你毫不犹豫地照着号码拨了过去，电话响了一会儿才被接起。										0
10039	10040	0	主控名	喂？请问是机主家属吗？她在天环商场晕倒了，救护车马上把她送到市中心医院急诊科，请您尽快过来一趟！	{"actions":[{"CharacterName":"","ActionType":0,"Position":0,"SpritePath":"Assets/GameMain/Art/New Characters/女主/主控常服严肃.png","OffsetX":-210.0,"OffsetY":-600.0,"Scale":2.0}]}									0
10040	10041	0		电话那头先是陷入了死一般的寂静。	{"actions":[{"CharacterName":"","ActionType":1,"Position":0,"SpritePath":"","OffsetX":0.0,"OffsetY":0.0,"Scale":0.0}]}									0
10041	10042	0		紧接着，椅子翻倒声与重物坠地声接连传来，显然是对方在惊骇之下猛地站起，慌乱中撞翻了手边的物件。										0
10042	10043	0		短暂的兵荒马乱后，听筒里传来了一道耳熟的男声，声音里透着藏不住的慌乱与颤抖。										0
10043	10044	0	？？？	我，我马上到！求你先别走，帮我看着她……									Assets/GameMain/Art/Voice/配音/温叙/18.我马上到.mp3	0
10044	10045	0		那声音裹挟着扭曲惊惧，颤抖得几乎语无伦次。										0
10045	10046	0		救护车急促的鸣笛声已在门外盘旋，生死攸关，你来不及细究电话那头是谁，便匆匆挂断通话，跟着狂奔的医护人员一同跨上了救护车。										0
10046	10047	0		一路风驰电掣。								Assets/GameMain/Art/Backgrounds/大地图.png		0
10047	10048	0		半小时后，市中心医院，充斥着刺鼻消毒水味的急诊室走廊。								Assets/GameMain/Art/Backgrounds/医院/医院.png		0
10048	10049	0		许映月主动揽下了去前台缴费和办手续的活，你坐在急诊室外的金属长椅上。										0
10049	10050	0		浓烈刺鼻的消毒水味钻进鼻腔，头顶悬挂着几盏刺目的白炽灯，晃得人眼底发酸。										0
10050	10051	0		就在这令人窒息的死寂中，一阵急促到近乎踉跄的脚步声，从走廊尽头跌撞而来。										0
10051	10052	0		你下意识地循声抬起头，视线触及来人的那一刻——	{"actions":[{"CharacterName":"","ActionType":0,"Position":0,"SpritePath":"Assets/GameMain/Art/New Characters/女主/主控常服严肃.png","OffsetX":-210.0,"OffsetY":-600.0,"Scale":2.0}]}									0
10052	10053	0		竟是温叙，他身上再也找不到半分平日里清风霁月的影子。	{"actions":[{"CharacterName":"","ActionType":0,"Position":1,"SpritePath":"Assets/GameMain/Art/New Characters/温叙/温叙急头白脸.png","OffsetX":0.0,"OffsetY":-450.0,"Scale":2.5},{"CharacterName":"","ActionType":1,"Position":0,"SpritePath":"Assets/GameMain/Art/New Characters/温叙/温叙急头白脸.png","OffsetX":0.0,"OffsetY":-450.0,"Scale":2.5}]}									0
10053	10054	0		因为跑得太急，他连外套都没来得及穿，秋日的夜里，只穿着单薄的白衬衫，领口也微敞着。										0
10054	10055	0		往日打理得一丝不苟的发丝，已被冷汗完全濡湿，狼狈地贴在额角。										0
10055	10056	0		那双向来波澜不惊的眸此刻红得骇人，双唇也因为心悸与恐慌而褪尽了血色。										0
10056	10057	0		几乎立刻你就对上了电话那头是谁的声音，你站起身，快步迎了上去。	{"actions":[{"CharacterName":"","ActionType":1,"Position":1,"SpritePath":"","OffsetX":0.0,"OffsetY":0.0,"Scale":0.0}]}									0
10057	10058	0	主控名	温叙，这边！阿姨是突发低血压导致的晕厥，已经脱离危险了，你别太着急。	{"actions":[{"CharacterName":"","ActionType":0,"Position":0,"SpritePath":"Assets/GameMain/Art/New Characters/女主/主控常服严肃.png","OffsetX":-210.0,"OffsetY":-600.0,"Scale":2.0}]}									0
10058	10059	0		闻言，温叙脱力般地靠向墙壁，像是一路狂奔耗尽了所有力气。	{"actions":[{"CharacterName":"","ActionType":1,"Position":0,"SpritePath":"","OffsetX":0.0,"OffsetY":0.0,"Scale":0.0}]}									0
10059	10060	0		他任由急促粗重的喘息声回荡在走廊里，将胸腔里的后怕与绝望一点点倾泻出来。										0
10060	10061	0		短暂的几秒平息后，他突然猛地直起身，眼底的情绪剧烈翻涌。										0
10061	10062	0		下一秒，他直接上前一步，紧紧地握住了你的手。										0
10062	10063	0		被他抓住的那一刻，刺骨的凉意顺着相贴的肌肤传导过来。										0
10063	10064	0		他的手微微发着抖，似乎想通过握紧你来汲取一丝暖意。										0
10064	10065	0	温叙	谢谢……真的谢谢你……	{"actions":[{"CharacterName":"","ActionType":0,"Position":1,"SpritePath":"Assets/GameMain/Art/New Characters/温叙/温叙哀伤.png","OffsetX":0.0,"OffsetY":-450.0,"Scale":2.5}]}								Assets/GameMain/Art/Voice/配音/温叙/19.谢谢.mp3	0
10065	10066	0		他的嗓音嘶哑得不成样子，余悸未消的庆幸与恐惧交织在一起，在喉间碾作不成句的字节。	{"actions":[{"CharacterName":"","ActionType":1,"Position":1,"SpritePath":"","OffsetX":0.0,"OffsetY":0.0,"Scale":0.0}]}									0
10066	10067	0		他低着头，将所有狼狈掩藏在阴影里。										0
10067	10068	0		可即便看不清面容，你也能真切地感受到他在极力控制着自己，控制着那些快要决堤的脆弱。										0
10068	10069	0		下一秒，他缓缓抬眸。	{"actions":[{"CharacterName":"","ActionType":0,"Position":1,"SpritePath":"Assets/GameMain/Art/New Characters/温叙/温叙白衫常规.png","OffsetX":0.0,"OffsetY":-450.0,"Scale":2.5}]}									0
10069	10070	0		视线与你相撞的刹那，时间仿佛被无限拉长。										0
10070	10071	0		周遭的喧嚣尽数退去，只有他的目光，牢牢地锁住了你，一眼万年。										0
10071	10072	0		由于距离很近，你从中捕捉到了他眼底尚未退潮的异样。										0
10072	10073	0		那里除了流于表面的感激，似乎还暗藏着某种无法解读的情愫。										0
10073	10226	0		就好像你对他的意义，远不止“救命恩人”那么简单。										0
10074	10075	0		手上传来的痛感让你迅速找回了理智，他握得太紧，你的手指都有些发麻。	{"actions":[{"CharacterName":"","ActionType":1,"Position":1,"SpritePath":"","OffsetX":0.0,"OffsetY":0.0,"Scale":0.0},{"CharacterName":"","ActionType":0,"Position":0,"SpritePath":"Assets/GameMain/Art/New Characters/女主/主控皱眉.png","OffsetX":-210.0,"OffsetY":-600.0,"Scale":2.0}]}									0
10075	10076	0		你轻轻挣开了他，从包里翻出一包纸巾递过去：	{"actions":[{"CharacterName":"","ActionType":1,"Position":0,"SpritePath":"","OffsetX":0.0,"OffsetY":0.0,"Scale":0.0}]}									0
10076	10077	0	主控名	举手之劳而已，刚好被我和我朋友碰上。	{"actions":[{"CharacterName":"","ActionType":0,"Position":0,"SpritePath":"Assets/GameMain/Art/New Characters/女主/主控常服严肃.png","OffsetX":-210.0,"OffsetY":-600.0,"Scale":2.0}]}									0
10077	10078	0	主控名	先擦擦汗，阿姨还需要你照顾，你得先撑住自己。										0
10078	10079	0		手心里的温度抽离，温叙眼底的光似乎也跟着黯淡了。	{"actions":[{"CharacterName":"","ActionType":1,"Position":0,"SpritePath":"","OffsetX":0.0,"OffsetY":0.0,"Scale":0.0},{"CharacterName":"","ActionType":0,"Position":1,"SpritePath":"Assets/GameMain/Art/New Characters/温叙/温叙哀伤.png","OffsetX":0.0,"OffsetY":-450.0,"Scale":2.5}]}									0
10079	10080	0		那一瞬间，他像是被抽走了什么很重要的东西，眼神里闪过一丝不可名状的落寞。										0
10080	10081	0		他接过纸巾，默默捏紧在掌心：	{"actions":[{"CharacterName":"","ActionType":1,"Position":1,"SpritePath":"","OffsetX":0.0,"OffsetY":0.0,"Scale":0.0}]}									0
10081	10082	0	温叙	好……你说的对，我必须得撑住。	{"actions":[{"CharacterName":"","ActionType":0,"Position":1,"SpritePath":"Assets/GameMain/Art/New Characters/温叙/温叙哀伤.png","OffsetX":0.0,"OffsetY":-450.0,"Scale":2.5}]}								Assets/GameMain/Art/Voice/配音/温叙/20.好，你说得对.mp3	0
10082	10083	0		他深吸一口气，努力把自己整理成那个你熟悉的、从容不迫的温叙。	{"actions":[{"CharacterName":"","ActionType":1,"Position":1,"SpritePath":"","OffsetX":0.0,"OffsetY":0.0,"Scale":0.0}]}									0
10083	10084	0		但他转身走向病房的背影，依然透着一股让人心疼的脆弱。										0
10084	10085	0		你站在冷清的走廊里，看着病房门在眼前轻轻合上，拿出手机准备跟许映月碰头。										0
10085	10086	0		然而，刚解锁手机，温叙的消息就先一步跳了出来，带着一种生怕怠慢的急切：										0
10086	10087	0	温叙	刚才太着急忘了问，医药费是你垫付的吗？一共多少，我转给你。										0
10087	10088	0	主控名	医药费是我朋友先帮忙垫的，您要是方便的话，我把她微信推给您，您直接转给她就可以了。	{"actions":[{"CharacterName":"","ActionType":0,"Position":0,"SpritePath":"Assets/GameMain/Art/New Characters/女主/主控常服无表情.png","OffsetX":-210.0,"OffsetY":-600.0,"Scale":2.0}]}									0
10088	10089	0		你斟酌了措辞，顾忌着他的身份，怕给他带来麻烦，但此刻的温叙显然没心思考虑这些：	{"actions":[{"CharacterName":"","ActionType":1,"Position":0,"SpritePath":"","OffsetX":0.0,"OffsetY":0.0,"Scale":0.0}]}									0
10089	10090	0	温叙	方便的，麻烦你了。										0
10090	10091	0		你顺手将许映月的名片推了过去，切出聊天框，给她发了条语音：										0
10091	10092	0	主控名	刚才病人家属问医药费的事，我把你微信推给他了，等下他会加你把钱转过去。	{"actions":[{"CharacterName":"","ActionType":0,"Position":0,"SpritePath":"Assets/GameMain/Art/New Characters/女主/主控常服严肃.png","OffsetX":-210.0,"OffsetY":-600.0,"Scale":2.0}]}									0
10092	10093	0	许映月	OKOK，对了，那个阿姨没事吧？	{"actions":[{"CharacterName":"","ActionType":1,"Position":0,"SpritePath":"","OffsetX":0.0,"OffsetY":0.0,"Scale":0.0}]}									0
10093	10094	0	许映月	你那边搞定了吗，我在一楼缴费区等你。										0
10094	10095	0	主控名	已经脱离危险了，我这就下来。	{"actions":[{"CharacterName":"","ActionType":0,"Position":0,"SpritePath":"Assets/GameMain/Art/New Characters/女主/主控常服微笑.png","OffsetX":-210.0,"OffsetY":-600.0,"Scale":2.0}]}									0
10095	10096	0		你正准备熄屏去找她，结果她连珠炮般发来好几条消息，满屏的感叹号几乎要溢出屏幕：	{"actions":[{"CharacterName":"","ActionType":1,"Position":0,"SpritePath":"","OffsetX":0.0,"OffsetY":0.0,"Scale":0.0}]}									0
10096	10097	0	许映月	我去！！他转了一万一！！！[惊恐.jpg]										0
10097	10098	0	许映月	备注写的是医药费加感谢费！他是不是手抖打多了？！										0
10098	10099	0	许映月	吓得我赶紧去看了支付记录，明明就是827.4啊！这多出来的一万多我怎么敢收啊！										0
10099	10100	0		你看着屏幕上那一排刺眼的感叹号，还没来得及消化这巨大的数额差，手机再次震动。										0
10100	10101	0		你定睛一看，赫然看到温叙也给你发来了一笔一万元的转账。										0
10101	10102	0	温叙	一点微末的谢意，请务必收下。										0
10102	10103	0		你忍不住按了按突突直跳的太阳穴，只觉得一阵头疼。	{"actions":[{"CharacterName":"","ActionType":0,"Position":0,"SpritePath":"Assets/GameMain/Art/New Characters/女主/主控常服闭眼无表情.png","OffsetX":-210.0,"OffsetY":-600.0,"Scale":2.0}]}									0
10103	10104	0		下一秒手机又闪烁了一下，许映月的消息又了出来，字里行间都透着惶恐：	{"actions":[{"CharacterName":"","ActionType":1,"Position":0,"SpritePath":"","OffsetX":0.0,"OffsetY":0.0,"Scale":0.0},{"CharacterName":"","ActionType":0,"Position":0,"SpritePath":"Assets/GameMain/Art/New Characters/女主/主控常服无表情.png","OffsetX":-210.0,"OffsetY":-600.0,"Scale":2.0}]}									0
10104	10105	0	许映月	我们就是顺手帮了个忙而已，哪能要人家这么多钱，这不成趁火打劫了！	{"actions":[{"CharacterName":"","ActionType":1,"Position":0,"SpritePath":"","OffsetX":0.0,"OffsetY":0.0,"Scale":0.0}]}									0
10105	10106	0	许映月	不行不行，还是退给他吧……										0
10106	10107	0	主控名	收下吧，他也给我转了一万，大概是想买个心安。	{"actions":[{"CharacterName":"","ActionType":0,"Position":0,"SpritePath":"Assets/GameMain/Art/New Characters/女主/主控常服无表情.png","OffsetX":-210.0,"OffsetY":-600.0,"Scale":2.0}]}									0
10107	10108	0	主控名	咱们要是不收，反而会让他一直记挂着，更过意不去。										0
10108	10109	0		你知道温叙不差钱，而且他似乎不喜欢欠人情，所以你切回聊天框收下了那一万，顺道打字回复：	{"actions":[{"CharacterName":"","ActionType":1,"Position":0,"SpritePath":"","OffsetX":0.0,"OffsetY":0.0,"Scale":0.0}]}									0
10109	10110	0	主控名	您也别太累了，现在最重要的是照顾好阿姨。	{"actions":[{"CharacterName":"","ActionType":0,"Position":0,"SpritePath":"Assets/GameMain/Art/New Characters/女主/主控常服闭眼无表情.png","OffsetX":-210.0,"OffsetY":-600.0,"Scale":2.0}]}									0
10110	10111	0	温叙	好。	{"actions":[{"CharacterName":"","ActionType":1,"Position":0,"SpritePath":"","OffsetX":0.0,"OffsetY":0.0,"Scale":0.0}]}									0
10111	0	0		你瞥了一眼病房的门，没有多做停留，转身离开。										0
10112	10113	0		指骨间传来的痛感昭示着他的恐惧，你非但没有挣开，反而用另一只手覆住了他的手背。	{"actions":[{"CharacterName":"","ActionType":1,"Position":1,"SpritePath":"","OffsetX":0.0,"OffsetY":0.0,"Scale":0.0},{"CharacterName":"","ActionType":0,"Position":0,"SpritePath":"Assets/GameMain/Art/New Characters/女主/主控皱眉.png","OffsetX":-210.0,"OffsetY":-600.0,"Scale":2.0}]}									0
10113	10114	0	主控名	没事了，阿姨已经脱离危险。你先把自己撑住，阿姨醒来第一眼肯定最想看到你。	{"actions":[{"CharacterName":"","ActionType":1,"Position":0,"SpritePath":"Assets/GameMain/Art/New Characters/女主/主控常服严肃.png","OffsetX":-240.0,"OffsetY":-620.0,"Scale":2.0},{"CharacterName":"","ActionType":0,"Position":0,"SpritePath":"Assets/GameMain/Art/New Characters/女主/主控常服严肃.png","OffsetX":-210.0,"OffsetY":-600.0,"Scale":2.0}]}									0
10114	10115	0		温叙像被烫到一般在你掌心里又发了一会儿抖，片刻后才找回理智，他偏过头：	{"actions":[{"CharacterName":"","ActionType":1,"Position":0,"SpritePath":"","OffsetX":0.0,"OffsetY":0.0,"Scale":0.0}]}									0
10115	10116	0	温叙	是我失态了……抱歉。	{"actions":[{"CharacterName":"","ActionType":0,"Position":1,"SpritePath":"Assets/GameMain/Art/New Characters/温叙/温叙哀伤.png","OffsetX":0.0,"OffsetY":-450.0,"Scale":2.5}]}								Assets/GameMain/Art/Voice/配音/温叙/21.是我失态了.mp3	0
10116	10117	0		扔下这句带着点退缩意味的道歉，他匆匆跑去和护士核对信息，径直进了病房。	{"actions":[{"CharacterName":"","ActionType":1,"Position":1,"SpritePath":"","OffsetX":0.0,"OffsetY":0.0,"Scale":0.0}]}									0
10117	10118	0		病房的门合上，阻隔了他所有可能泄露的情绪。										0
10118	10119	0		……										0
10119	10120	0		夜晚，你靠在旋转椅上，终于收到了他的消息。								Assets/GameMain/Art/Backgrounds/居家/家-傍晚开灯.png		0
10120	10121	0		隔着屏幕，他又恢复了往日那副进退有度、挑不出错处的体面。										0
10121	10122	0	温叙	抱歉，刚忙完。今天真的多亏了你和你朋友，医药费是她垫付的吧？麻烦把账单发给我。										0
10122	10123	0		你把827.4元的账单发过去，他立刻转来了一千元整。										0
10123	10124	0		多出来的零头，是他维持社交礼仪的分寸。										0
10124	10125	0	温叙	麻烦转交给你的朋友，另外，这周末有空吗？我想请你们吃顿饭，当面致谢。										0
10125	10126	0	主控名	叙闻老师客气了，不用这么破费。	{"actions":[{"CharacterName":"","ActionType":0,"Position":0,"SpritePath":"Assets/GameMain/Art/New Characters/女主/主控睡衣无表情.png","OffsetX":-210.0,"OffsetY":-600.0,"Scale":2.0}]}									0
10126	10127	0	温叙	我知道对学妹来说是小事，但于我而言确实意义非凡，还望学妹不要推辞。	{"actions":[{"CharacterName":"","ActionType":1,"Position":0,"SpritePath":"","OffsetX":0.0,"OffsetY":0.0,"Scale":0.0}]}									0
10127	10128	0		他的态度很坚决，你推辞不过，只能答应。										0
10128	10129	0	主控名	好，那等您的消息。	{"actions":[{"CharacterName":"","ActionType":0,"Position":0,"SpritePath":"Assets/GameMain/Art/New Characters/女主/主控睡衣闭眼无表情.png","OffsetX":-210.0,"OffsetY":-600.0,"Scale":2.0}]}									0
10129	0	0		……	{"actions":[{"CharacterName":"","ActionType":1,"Position":0,"SpritePath":"","OffsetX":0.0,"OffsetY":0.0,"Scale":0.0}]}									0
10130	10131	0		几乎是在看清状况的瞬间，许映月骨子里的热血就翻涌了起来。	{"actions":[{"CharacterName":"","ActionType":0,"Position":1,"SpritePath":"Assets/GameMain/Art/New Characters/许映月/许映月认真.png","OffsetX":0.0,"OffsetY":-270.0,"Scale":2.5}]}									0
10131	10132	0		她下意识地想要拉着你挤进人群，却被你一把扣住了。										0
10132	10133	0		曾经的你，或许还愿意施以援手。	{"actions":[{"CharacterName":"","ActionType":1,"Position":1,"SpritePath":"","OffsetX":0.0,"OffsetY":0.0,"Scale":0.0},{"CharacterName":"","ActionType":0,"Position":0,"SpritePath":"Assets/GameMain/Art/New Characters/女主/主控常服闭眼无表情.png","OffsetX":-210.0,"OffsetY":-600.0,"Scale":2.0}]}									0
10133	10134	0		可看到善意一次次被利用，信任一次次被辜负，你还是学会了收起多余的善良，用麻木筑起了保护自己的围墙。										0
10134	10135	0	女主名	别去。	{"actions":[{"CharacterName":"","ActionType":1,"Position":0,"SpritePath":"Assets/GameMain/Art/New Characters/女主/主控常服严肃.png","OffsetX":-240.0,"OffsetY":-620.0,"Scale":2.0},{"CharacterName":"","ActionType":0,"Position":0,"SpritePath":"Assets/GameMain/Art/New Characters/女主/主控常服严肃.png","OffsetX":-210.0,"OffsetY":-600.0,"Scale":2.0}]}									0
10135	10136	0		你冲她摇了摇头：	{"actions":[{"CharacterName":"","ActionType":1,"Position":0,"SpritePath":"","OffsetX":0.0,"OffsetY":0.0,"Scale":0.0}]}									0
10136	10137	0	主控名	我们没有专业的急救常识，现在这种情况，万一好心办坏事，或者碰上讹人的，到时候怎么扯得清？	{"actions":[{"CharacterName":"","ActionType":0,"Position":0,"SpritePath":"Assets/GameMain/Art/New Characters/女主/主控常服严肃.png","OffsetX":-210.0,"OffsetY":-600.0,"Scale":2.0}]}									0
10137	10138	0		许映月踮着脚，拼命透过层层叠叠的人墙往里望，可攒动的人头和晃动的手臂完全挡住了她的视线。	{"actions":[{"CharacterName":"","ActionType":1,"Position":0,"SpritePath":"","OffsetX":0.0,"OffsetY":0.0,"Scale":0.0},{"CharacterName":"","ActionType":0,"Position":1,"SpritePath":"Assets/GameMain/Art/New Characters/许映月/许映月认真.png","OffsetX":0.0,"OffsetY":-270.0,"Scale":2.5}]}									0
10138	10139	0		她张了张嘴，还想说什么，你却先一步开口宽慰她。										0
10139	10140	0	主控名	已经有人打 120 了，保安也到了。	{"actions":[{"CharacterName":"","ActionType":1,"Position":1,"SpritePath":"","OffsetX":0.0,"OffsetY":0.0,"Scale":0.0},{"CharacterName":"","ActionType":0,"Position":0,"SpritePath":"Assets/GameMain/Art/New Characters/女主/主控常服严肃.png","OffsetX":-210.0,"OffsetY":-600.0,"Scale":2.0}]}									0
